# BEAST v1.7.5
# Generated Sat Apr 06 10:46:57 BST 2013 [seed=1365241614557]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood	coalescent
0	-120635.93072552126	-1375.26209054686	-119260.6686349744	7.484279843080666	5.2	0.0052	1.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	-119260.6686349744	-1370.7670241574795
25000	-12931.769530525533	-1887.960403318821	-11043.809127206712	1.445965102997309	45.31279913396962	5.925385756142266	0.3666194492773571	6.259328217969528	0.28466539552179004	0.2133427796579459	0.2123660870948007	0.28962573772546335	0.005141480041174579	-11043.809127206712	-1875.5104140131577
50000	-12085.16674097612	-1887.469450879895	-10197.697290096225	1.2172197875920852	81.08519171905517	6.30498681214476	0.226383670952101	6.141874332809143	0.29966823958252836	0.19333141730306563	0.22586707762401637	0.28113326549038964	0.005219371160596714	-10197.697290096225	-1874.1807356996899
75000	-11624.40127280219	-1891.3095743194378	-9733.091698482753	1.0491794036394042	197.72074196912828	7.778905068783872	0.1660174301013222	7.01690187767808	0.34133657730487477	0.1826546262181744	0.19166083344906917	0.2843479630278818	0.004573214583163203	-9733.091698482753	-1875.8116193469928
100000	-11309.592252944469	-1863.553083965178	-9446.03916897929	0.8903950255017239	367.2119808400182	9.224617275468674	0.12345537426222397	7.024935557317171	0.37065626316279265	0.17430594300684515	0.1997332533825397	0.2553045404478225	0.004572432891976845	-9446.03916897929	-1846.3459071601094
125000	-11140.536321982596	-1855.1578189746217	-9285.378503007974	1.0000208858829627	420.6433745653293	9.426840234288088	0.1237356906541689	7.415262194235525	0.36232129668516583	0.18081628676181674	0.21180714586591914	0.24505527068709826	0.004674760225095423	-9285.378503007974	-1837.574698585373
150000	-11007.368807822428	-1861.5019706125288	-9145.866837209898	0.9551469507386652	804.0346302666516	10.684448984150936	0.10877130400531931	6.963751316561035	0.3618869330362583	0.17415483779640342	0.21260131144901162	0.2513569177183267	0.004266558258200947	-9145.866837209898	-1842.4262017433418
175000	-10826.337333932554	-1863.4443187072886	-8962.893015225265	0.9171880809696427	731.9876596297488	10.096639998756503	0.10003113169909006	6.517848671374946	0.3607488955638223	0.18492120396216188	0.19823763445050335	0.2560922660235126	0.004006561043309853	-8962.893015225265	-1845.0095310077484
200000	-10676.2134290143	-1854.0215474767228	-8822.191881537578	1.0563938829780093	572.0334840622164	9.690497237486237	0.10904826151564695	6.923715454561982	0.34272105725681756	0.18174706180225061	0.2074801145970142	0.26805176634391775	0.0037973481905029583	-8822.191881537578	-1836.0436740058765
225000	-10522.172590457201	-1847.9710053799986	-8674.201585077202	0.9820944121114157	833.0765641827701	10.64893026179913	0.09709944868413656	7.778559487478789	0.3671179059473029	0.17705886100713103	0.20198680973836544	0.25383642330720085	0.003850863851268988	-8674.201585077202	-1828.7053004035145
250000	-10429.613028032532	-1828.3329393534011	-8601.280088679132	0.8841852151817318	747.121089107692	10.505148417713647	0.09751959079318051	6.62630822061651	0.3923782115957287	0.17395781656802486	0.18822806392052424	0.24543590791572253	0.0038329190021177094	-8601.280088679132	-1809.5443445168016
275000	-10326.769534901516	-1817.3339022135633	-8509.435632687952	0.9939832173798299	623.8573114339288	11.53395166302309	0.11991634309478028	7.121011215671437	0.3704483347533733	0.17275588917849805	0.20173732855111084	0.25505844751701817	0.004080762597366256	-8509.435632687952	-1797.836431981838
300000	-10291.66108753411	-1796.7359626128175	-8494.925124921292	0.8478796068690697	269.9086416856213	11.295161740258454	0.16969263586565853	6.869903661928491	0.36311889387597757	0.17800176899527168	0.1979465731479157	0.2609327639808355	0.004245313148702886	-8494.925124921292	-1778.3137001690795
325000	-10227.808524919572	-1785.6482995186989	-8442.160225400872	0.9121452702200549	233.10351424033826	11.87261590140182	0.19132948185917398	8.744877920739322	0.361517648837488	0.17061518312986373	0.22459874715380287	0.24326842087884576	0.004089336020692587	-8442.160225400872	-1766.5347982832839
350000	-10161.752075607985	-1789.5144050365345	-8372.23767057145	0.873700381257902	244.20226854262796	13.048786352949792	0.21389082633119982	7.029326461217038	0.3512668851465356	0.16841721983999294	0.21616573629801666	0.2641501587154551	0.004085102586889366	-8372.23767057145	-1769.8354190798523
375000	-10130.68393643189	-1780.9387787118587	-8349.74515772003	0.9289536042755268	149.61102526555402	10.979919960024015	0.21635113324931998	8.185005504319621	0.3679741382776484	0.1731473966478897	0.20943106407206163	0.24944740100240081	0.004148210839855198	-8349.74515772003	-1763.0549647343219
400000	-9977.630815415374	-1737.476956820106	-8240.153858595268	0.825887213129365	176.26118451283622	12.030585918008706	0.19724971675377634	8.028449886003308	0.363828715796884	0.18458276581024244	0.2125260740170337	0.23906244437584048	0.0042510322669490385	-8240.153858595268	-1718.6711149105079
425000	-9904.975781870853	-1681.9793681568397	-8222.996413714014	0.9226957986766701	157.8934122695391	11.99958967935249	0.18219023776790144	8.856543085651133	0.36105072458494136	0.18103962215077007	0.21048314426269393	0.24742650900159532	0.004390059923282916	-8222.996413714014	-1663.1376178927103
450000	-9858.616049423355	-1676.1366753237353	-8182.47937409962	0.7859925571525419	162.00507780271127	13.141365633262904	0.19249073100520264	8.378478595768522	0.3820470581082912	0.17674642582276437	0.19917480004049115	0.24203171602845397	0.004576020756654314	-8182.47937409962	-1656.506166876308
475000	-9827.423093009242	-1702.887304744456	-8124.535788264785	0.8241634841867785	138.28240302671722	12.32502539940099	0.2063170966235739	8.437386495468363	0.3717302982984783	0.17071178997244868	0.20338777528900087	0.25417013644007286	0.004352871235129682	-8124.535788264785	-1684.0175787599264
500000	-9761.320478700716	-1677.7819584082522	-8083.538520292464	0.7936983570105	218.34128605738223	15.491911723457118	0.213126927811903	9.384931475797472	0.38539811705670796	0.17836432021308912	0.1946112868279418	0.2416262759022619	0.004144071699165683	-8083.538520292464	-1655.8842996076078
