# BEAST v1.7.5
# Generated Sun Apr 07 14:14:09 BST 2013 [seed=1365340446246]
state	posterior	prior	likelihood	treeLikelihood	skyline	treeModel.rootHeight	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10
36475000	-8495.170452752438	-1164.4096650713577	-7330.76078768108	-7330.76078768108	-999.661057940031	0.6949634132089836	11.6531048498812	0.36600421732680716	0.18143999422728746	0.19607736412782864	0.25647842431807744	0.006451665062394262	27.087256885486273	10.933355038472188	7.361724454536276	6.6513571774570694	6.7976478988993785	2.080371227911245	6.8106854717415475	0.08876237306657463	0.04261406995999126	0.1436580240540937	24.0	149.0	8.0	74.0	44.0	68.0	43.0	17.0	51.0	35.0
36500000	-8528.297039086548	-1204.733784814478	-7323.563254272071	-7323.563254272071	-1041.4957482982804	0.6643262927517657	10.017089680641348	0.3718539869585657	0.18468168877475177	0.19725958602466576	0.24620473824201744	0.0071043591512138845	23.898050598538866	10.12091881145652	4.4738077098765885	9.774316617682208	4.047205247857168	1.6612222599612918	5.153469704373569	0.1429710554863543	0.060660372800867515	0.1471143717235195	25.0	149.0	2.0	73.0	54.0	68.0	44.0	9.0	47.0	42.0
36525000	-8489.407827816505	-1175.4078815626112	-7313.999946253894	-7313.999946253894	-1008.1964383273549	0.6743956543283471	9.19127040949242	0.3817130904387741	0.17436136600980265	0.18760428456404576	0.2563212589873781	0.006280911330322633	20.689288016412238	9.750441525035798	33.57415733587251	10.342477121478383	5.095806543231959	1.6878805516190338	6.840539737680368	0.1504904724644053	0.05807269215851111	0.12732040271634357	31.0	144.0	3.0	68.0	57.0	78.0	31.0	8.0	47.0	46.0
36550000	-8526.309361082076	-1206.184576788778	-7320.124784293299	-7320.124784293299	-1041.3285541962753	0.633061374682283	8.76887454136872	0.3756125533107477	0.16694369705586462	0.21558295921357234	0.24186079041981598	0.00650988093854402	13.282266930163377	8.590585114005087	8.09593571750963	10.204230256475311	3.1682547343866214	2.9860292852602215	8.304352099122775	1.729104822421782	0.07628888690044526	0.13249262330892114	35.0	147.0	10.0	61.0	55.0	71.0	35.0	5.0	45.0	49.0
36575000	-8557.180366601975	-1242.311918865867	-7314.868447736108	-7314.868447736108	-1077.5484569835564	0.6597562574318844	8.531867559948893	0.3543164724794948	0.18035099833808538	0.21313206104146992	0.25220046814095054	0.006515916375623002	23.04765803484036	8.577630037680086	3.229756807702419	9.165347076771988	3.143213651021835	2.1001770499093606	7.232352785954392	0.05102232622602443	0.12720059755175836	0.21903515971937826	13.0	155.0	7.0	71.0	49.0	71.0	53.0	7.0	53.0	34.0
36600000	-8595.262191541813	-1258.2653489969007	-7336.996842544912	-7336.996842544912	-1095.373043712528	0.6855407361845283	6.584016073790385	0.36199362662170875	0.1792285609796409	0.19879694224132782	0.2599808701573232	0.0063177019209643415	16.512499235310152	10.20458501109639	5.0075317777035835	10.014556278625394	3.025062347843258	1.8065379035737759	5.302137984034901	0.5533913970691081	0.14941778600855923	0.21262497349733095	19.0	154.0	12.0	60.0	65.0	67.0	41.0	1.0	53.0	41.0
36625000	-8565.506296756153	-1243.0006203024013	-7322.505676453752	-7322.505676453752	-1079.2152207285794	0.6929905166156827	8.451202559321306	0.379624614571166	0.18526573639917246	0.1999386869816442	0.23517096204801807	0.00706563592566271	11.524133644234427	8.503131711176449	5.630660350601197	6.794755545088193	1.6164663000281634	2.2857730166319707	5.998833428021518	2.7546046050235122	0.19915740753123834	0.2699973508093652	20.0	167.0	2.0	71.0	74.0	51.0	28.0	5.0	53.0	42.0
36650000	-8578.186667757169	-1262.6650141353748	-7315.521653621794	-7315.521653621794	-1099.2431241169263	0.6231966247708431	8.346021151164665	0.3602634467709005	0.18259918190436486	0.2085946703712654	0.24854270095346986	0.006743910290257134	14.513161343072998	12.118436242946977	7.345339044404263	4.770422655635211	2.687304178178762	1.6765445846799718	7.864778969183847	0.1994135428227783	0.19533054735120564	0.17637086964270188	30.0	160.0	11.0	70.0	88.0	27.0	24.0	1.0	51.0	51.0
36675000	-8568.645459210387	-1265.7321902037784	-7302.913269006608	-7302.913269006608	-1101.8255623133198	0.6986556557828419	7.5047341414877025	0.3610458694588866	0.18149268218018574	0.2169386958641582	0.2405227524967701	0.0066209308756033265	16.609906601489524	9.673751903462987	5.54467887157494	4.510325679354606	2.6801812129148557	2.188945763405842	10.551446009960664	0.4408678261213948	0.1274857693666125	0.1755730881357367	34.0	157.0	4.0	72.0	83.0	30.0	29.0	8.0	52.0	44.0
36700000	-8622.946411393907	-1291.89148877145	-7331.054922622456	-7331.054922622456	-1126.7304494197817	0.6483739072711054	9.025010844994194	0.3610458694588866	0.1758242718798896	0.20778328630487036	0.2553465723563541	0.006795139487098226	28.108999133589062	12.078504290206064	10.13244583026443	3.99897867856427	3.218116736940943	3.126811129901198	9.144562425572051	0.5718521371963536	0.26834801735690156	0.21308465228877496	16.0	159.0	13.0	67.0	99.0	21.0	35.0	3.0	42.0	58.0
36725000	-8587.985041172058	-1297.257678116829	-7290.727363055229	-7290.727363055229	-1131.3263881480934	0.7631168544945972	7.9653254084959695	0.37137984089843457	0.1758242718798896	0.20857421935484247	0.24422166786683405	0.006238774607643471	14.478503329665667	15.691732284729367	6.93843597144517	3.858143237614275	1.8160133272211145	6.112685893809966	6.629977396142325	4.457533501032362	0.24528483844796561	0.16798275436675625	30.0	143.0	8.0	81.0	106.0	2.0	42.0	1.0	45.0	55.0
36750000	-8632.091945247714	-1315.854436168997	-7316.237509078717	-7316.237509078717	-1150.0484358847687	0.5906820969396424	9.108396963571703	0.36607344174422607	0.20164440351071683	0.1882388120708841	0.24404334267417369	0.006306852916031793	13.65118960937257	15.814663312598583	5.115580928214532	4.024185275135756	2.4926891022645896	2.380265856022727	10.025806436779908	2.2308413600767545	0.3342924619406424	0.20017424404747525	28.0	134.0	18.0	74.0	92.0	16.0	41.0	10.0	40.0	60.0
36775000	-8634.551635663545	-1330.1587622146662	-7304.392873448879	-7304.392873448879	-1162.3768062324496	0.7209162171214123	10.422979354708461	0.3546018018878433	0.19227897306729724	0.20789361003541645	0.24522561500944373	0.00641133524248943	18.4597904459938	16.162011162295144	31.136491743581136	4.3890414169242105	2.14828658807917	2.668410445830253	7.24941249826653	1.4868672011124355	0.5496179188850657	0.29683143046365484	31.0	116.0	4.0	91.0	76.0	47.0	39.0	13.0	34.0	62.0
36800000	-8636.527951620334	-1315.3678228756603	-7321.160128744673	-7321.160128744673	-1150.0702061461159	0.661060643250355	8.840396696169867	0.37306797165772093	0.17593901575756754	0.20428930917672228	0.24670370340798997	0.006031718203856034	10.042206086556662	16.561287340296293	2.2419670910212086	4.620170629136589	3.0033370092841007	1.9768183388400562	9.376238926595784	0.7068302198194691	0.27680254203886895	0.23969831523241916	27.0	116.0	9.0	81.0	83.0	58.0	34.0	26.0	15.0	64.0
36825000	-8640.869564416716	-1338.0077057680578	-7302.861858648659	-7302.861858648659	-1170.2772305268163	0.6398285366214069	9.154806363828417	0.3841776830692006	0.1719742671252402	0.21193596789879077	0.23191208190676924	0.006260236423778125	18.191930043869903	15.375735169953886	15.260489430520364	5.096436900690961	3.1331234903377974	3.2961926659403322	12.97790739670148	1.0698760095616147	0.1331384132518102	0.2565307781008332	39.0	112.0	1.0	83.0	74.0	61.0	35.0	32.0	1.0	75.0
36850000	-8654.531000582041	-1344.5642718892905	-7309.966728692751	-7309.966728692751	-1175.4934018673844	0.6291275765123379	10.427347826509118	0.37956433225725805	0.17816139855541058	0.20783145404477033	0.23444281514256182	0.006354780322240035	19.479281841862576	11.446190992272514	18.477831280556373	3.4302201910153345	2.693140162269029	2.950652821257812	8.932779899407226	0.557122124559255	1.5181420409324875	0.2235866640800758	56.0	98.0	10.0	68.0	61.0	75.0	35.0	29.0	7.0	74.0
36875000	-8626.617259024299	-1330.804781125265	-7295.812477899033	-7295.812477899033	-1165.041862565841	0.7034936356554921	7.10758242189851	0.37618402632590825	0.17248466314129213	0.19758551404259309	0.25374579649020723	0.005886221019681384	18.11478268372552	16.56409348700369	2.4641099060293463	5.2690057699452915	2.9041772429624038	2.5281953558894545	10.579953148375054	0.8422378868749698	0.34022187373411683	0.22124303511393573	60.0	101.0	1.0	67.0	66.0	82.0	23.0	34.0	4.0	75.0
36900000	-8585.647867431926	-1271.1483646872007	-7314.499502744725	-7314.499502744725	-1102.113758752443	0.6612023422148918	9.36575214139569	0.37414711231409176	0.18528348971463554	0.19369447138880885	0.2468749265824646	0.006108950984442335	15.743409476298725	14.233548806661606	7.339117731241001	5.60594057024753	2.1226183828812415	2.6464662356227917	16.096606045923185	0.8622255376984113	0.7298414434607057	0.21349882827209798	61.0	92.0	2.0	48.0	74.0	106.0	20.0	34.0	3.0	73.0
36925000	-8596.397846720281	-1267.5203411614616	-7328.87750555882	-7328.87750555882	-1097.3721988445432	0.7345804011618833	8.823239786556387	0.3644052824097476	0.188663929776506	0.19719839203492756	0.2497323957788196	0.005636977198676454	11.474321470805249	13.652958087775223	33.81928436335984	6.9113285145609655	2.0314581632823825	2.860885493028811	14.27706758574764	0.6969798731639005	0.5673821761006546	0.20649423200636857	48.0	95.0	15.0	49.0	71.0	107.0	20.0	38.0	4.0	66.0
36950000	-8604.781953160069	-1312.224269577066	-7292.5576835830025	-7292.5576835830025	-1144.0487492625384	0.5929016023836919	8.92068164035415	0.3644052824097476	0.18714267160575485	0.20169459572070036	0.24675745026379795	0.0065573196256110185	19.889409425588447	12.37675190672689	8.613169270370419	6.555896848252651	3.2207722188876073	2.7104080916303834	15.70077955900203	0.8829266294746	0.2574694200367566	0.1844394499741991	36.0	105.0	26.0	46.0	57.0	106.0	24.0	40.0	11.0	62.0
36975000	-8653.226806855007	-1347.046277011897	-7306.180529843111	-7306.180529843111	-1181.33454384179	0.6129054474196935	9.764731275195661	0.36199159763366334	0.17076112178848574	0.21390252921356645	0.25334475136428525	0.006271164022281026	18.547698640990316	14.104358134214282	10.919005466893235	5.608169190338595	2.3715316701658935	2.6250902834101426	10.712935692558318	0.5204617971525369	0.21918650623039207	0.18688866360503165	37.0	121.0	22.0	43.0	47.0	115.0	20.0	58.0	5.0	45.0
37000000	-8612.923834832827	-1320.245182628345	-7292.678652204482	-7292.678652204482	-1154.637486912119	0.6845217337510772	8.622227738070313	0.3676039156049323	0.1758012863417115	0.20987524593119491	0.24671955212216212	0.005879114269491415	24.593355108286136	11.573102045834732	16.905646656142483	5.0073428696101585	3.5202496942846606	2.516035569218815	9.627316390247355	0.4702809228830465	0.18901502015789018	0.0925534722110144	26.0	119.0	21.0	49.0	75.0	96.0	30.0	56.0	15.0	26.0
37025000	-8668.988363470491	-1375.4139298105924	-7293.574433659898	-7293.574433659898	-1205.7003564763695	0.6265535876210333	8.542549192258289	0.3711718260801562	0.17468684219147626	0.20987524593119491	0.24426608579717346	0.005792288616660136	22.89628827700335	13.086010026516854	18.573313189141246	4.23301244184268	6.609305282794257	2.21762846211164	10.39638741906324	0.7556104981651132	0.7914103181723645	0.17222581068177384	21.0	117.0	23.0	48.0	85.0	95.0	29.0	50.0	17.0	28.0
37050000	-8639.303803096389	-1346.1588948510275	-7293.144908245361	-7293.144908245361	-1179.4335974765947	0.560833020038422	8.217425665035222	0.36827651213635915	0.1684471897814101	0.20479764807404727	0.2584786500081843	0.0058183557307306035	19.148305610142295	14.0710029135022	15.376786250370579	4.373356141698232	4.706743470971399	2.283570405745681	10.581831188620871	0.45735596006263207	0.30015434899710514	0.1255607424479242	18.0	110.0	22.0	68.0	86.0	81.0	28.0	56.0	28.0	16.0
37075000	-8603.713115214618	-1304.8727141193185	-7298.840401095298	-7298.840401095298	-1138.6654273746603	0.5886408007615759	8.329745776227648	0.3761372692059239	0.1787540262324457	0.21015149905777633	0.23495720550385488	0.006206085001444258	25.453605866178325	15.76727618786422	24.00610086108136	3.4531265031900604	3.006877767863545	1.7587327455845247	8.819236458947351	0.4881572613826341	0.17264789198603525	0.035542399751783534	22.0	104.0	23.0	89.0	74.0	77.0	30.0	55.0	32.0	7.0
37100000	-8636.090800357686	-1347.6657069164671	-7288.425093441219	-7288.425093441219	-1183.8397817840332	0.542147943371948	8.259485108502515	0.36676282033495966	0.18159128515953968	0.19879323789768755	0.2528526566078139	0.006039552461244961	18.192814789697145	19.044130208089676	21.77042580059462	5.12475688048488	2.8705273208466195	2.118606806255188	6.201151356851187	0.3997049366260971	0.22908559150066288	0.007161776479475729	20.0	102.0	17.0	103.0	76.0	70.0	35.0	59.0	27.0	4.0
37125000	-8598.095728111075	-1299.034645173896	-7299.061082937178	-7299.061082937178	-1133.567571848704	0.5416279233226825	10.104312257812646	0.3482865082641142	0.20384959696932758	0.21149280805276036	0.2363710867137987	0.00676796867459491	26.30855488888623	16.081863522181045	9.08000972860321	5.765101217679935	1.8488458851060512	2.2322585993416126	10.652064928579172	0.28241146759120384	0.22926917984292536	0.007960342418204766	21.0	111.0	22.0	99.0	65.0	80.0	22.0	62.0	26.0	5.0
37150000	-8592.396557979444	-1276.8236821573796	-7315.572875822065	-7315.572875822065	-1107.7388071863043	0.5488818357708044	9.44072249511651	0.37423686362790287	0.18662300161784995	0.19596811328486674	0.24317202146938136	0.006643335408163437	14.227907336949041	17.01734856430339	55.087546872322434	5.3409126009215715	2.934171801717337	1.6194318712601867	9.830878892659578	0.2075464787965687	0.17744935351757016	0.017209330605224657	41.0	95.0	8.0	108.0	60.0	76.0	36.0	57.0	27.0	5.0
37175000	-8592.305688863053	-1280.7917563791643	-7311.513932483889	-7311.513932483889	-1118.0822419985527	0.5557246367079843	9.689734326835412	0.3668009494443561	0.18067201684406253	0.20529268804371603	0.24723434566786628	0.0061146589888500785	21.187626006754137	14.717399341621578	23.522738782529725	6.2420400892027965	1.7486239756209503	1.9055904546333122	5.0363838085390675	0.20226848855602925	0.13579123557095077	0.044943483119139004	52.0	85.0	4.0	108.0	71.0	80.0	32.0	59.0	18.0	4.0
37200000	-8631.996223107395	-1312.4816761452084	-7319.514546962186	-7319.514546962186	-1149.1129528012973	0.7665830097140267	8.57428855935867	0.370169513862548	0.18250573738812303	0.20345896749965553	0.2438657812496744	0.0062853289623957375	13.822830687556834	23.835392044945173	12.995720787846734	5.564499169433268	1.3959682860972322	2.214356733473436	4.902593590123113	0.20070736543424741	0.2964158366191153	0.18749477265159273	45.0	85.0	4.0	99.0	64.0	99.0	35.0	54.0	9.0	19.0
37225000	-8639.666022464953	-1320.936874573642	-7318.72914789131	-7318.72914789131	-1158.2208901857286	0.7007152174582278	8.219035626479842	0.35432844272216285	0.1830354438427374	0.2146768317718992	0.24795928166320153	0.006331885202757642	17.60768588665292	20.45855913356034	5.607428127404511	7.66028403002827	1.9740954905473886	2.1906670997699806	4.879344303508694	0.19222721714588525	0.21845016217344124	0.20832949061708989	46.0	84.0	13.0	95.0	67.0	82.0	48.0	53.0	5.0	20.0
37250000	-8609.622070063273	-1280.3000749856292	-7329.321995077644	-7329.321995077644	-1118.09467675897	0.5959368162841986	9.22249198868096	0.35917605074142106	0.182779705280081	0.21008496231529736	0.24795928166320153	0.006343468691789337	19.28963810124388	20.340199201346195	3.1003025265458133	7.409467644577498	1.2895644742867922	2.1920900665424394	4.550207508924595	0.15860983100249323	0.11229683457109264	0.1490476916936637	48.0	93.0	9.0	79.0	80.0	80.0	44.0	62.0	11.0	7.0
37275000	-8605.92331206724	-1289.0470332217728	-7316.876278845467	-7316.876278845467	-1127.373958816883	0.5760384743576332	7.835620371469283	0.36249012746733655	0.18290612693820207	0.22039973829703083	0.23420400729743146	0.005521372353880018	16.06204332828484	14.287238112478386	14.363037195999112	13.928050996839284	1.4537814268594424	1.6186182852614983	4.411140759420298	0.2542220862774284	0.09207787058266952	0.058481607677592716	58.0	78.0	4.0	71.0	72.0	109.0	46.0	56.0	14.0	5.0
37300000	-8597.250534990426	-1263.4807217220769	-7333.769813268349	-7333.769813268349	-1099.841298733318	0.5532652220574914	9.47233294408294	0.36869953331955313	0.17220669836761163	0.21180591328934628	0.24728785502348985	0.006807927465380505	14.219966588884967	17.154015222608997	46.082526220556225	12.049090973802402	1.9108878933732847	1.563410922179263	3.5529627459966457	0.22456724243076065	0.0978390039672337	0.06629533909491295	68.0	73.0	3.0	71.0	62.0	102.0	56.0	60.0	9.0	9.0
37325000	-8556.479445784225	-1254.8848765583584	-7301.594569225867	-7301.594569225867	-1089.137972214204	0.621177495365984	9.067340733528004	0.3653340041988251	0.1737579539614955	0.21929157453192133	0.24161646730775896	0.006473653431408246	15.69765788402256	23.69210656542105	59.27286449416198	7.918738121539735	1.4163685423922965	1.074053611145277	4.69282999528306	0.276466015346603	0.09151382636353883	0.07571887475255668	72.0	76.0	5.0	74.0	58.0	98.0	47.0	69.0	9.0	5.0
37350000	-8529.750058572163	-1224.460350949591	-7305.289707622572	-7305.289707622572	-1059.4833600305055	0.6017162046348659	9.394472888450393	0.3653340041988251	0.1710885500620277	0.20680621452450895	0.25677123121463913	0.005833230638928798	9.63258208129801	26.004747542975498	13.52129268546509	9.060426269719967	1.3487257617905595	1.1782101751619505	6.133020950765329	0.27365008799629037	0.17697986703005653	0.05180276423768634	68.0	59.0	15.0	82.0	61.0	100.0	52.0	52.0	14.0	10.0
37375000	-8524.537407062819	-1213.9563593799735	-7310.581047682845	-7310.581047682845	-1051.9238573867383	0.6155190200979134	9.75862385905607	0.3653340041988251	0.17975228566737608	0.2080008127120567	0.24691289742174302	0.00573521843252489	15.361950253573436	14.447076362534327	10.958926819279782	11.485940014495025	1.2324516453875658	0.8863921811052681	4.194632054490853	0.30204074273004744	0.04110264683420551	0.05415461048086054	75.0	43.0	10.0	92.0	70.0	96.0	54.0	51.0	4.0	18.0
37400000	-8517.324223921965	-1213.6367091725542	-7303.687514749411	-7303.687514749411	-1051.8943128181609	0.597085520328392	8.104380690061976	0.35210749379981915	0.18508093273227655	0.20072900134813337	0.2620825721197719	0.006454580275389443	15.453754254294756	23.820914088759892	6.381800570035054	8.446922359434467	1.6498943806494497	1.0305348201549327	4.4762213742185555	0.18218448180628463	0.059367651858270816	0.06955287253479742	77.0	28.0	24.0	101.0	59.0	96.0	54.0	65.0	3.0	6.0
37425000	-8551.59523043319	-1232.3065592456473	-7319.288671187543	-7319.288671187543	-1070.8486989950836	0.6490323469565104	8.912095390991311	0.3574765709075519	0.1745817848181431	0.2203141905204354	0.24762745375387046	0.006483741442969752	16.063563188172317	29.085088483474255	7.434862086194461	7.462405468987258	2.007120116052997	1.1562748392496003	3.387375673978017	0.2033243413911039	0.05810642386864502	0.10277825198790141	78.0	12.0	43.0	102.0	60.0	94.0	50.0	61.0	4.0	9.0
37450000	-8578.384406617392	-1263.8208163001495	-7314.563590317242	-7314.563590317242	-1100.8138118045879	0.5792100316079463	8.745503610536135	0.3646239639459357	0.1718505994498283	0.2129176759761588	0.250607760628078	0.006527963753555682	14.827204363432953	18.37901522117768	15.019598362360904	7.46649536250556	1.977810817616188	1.2050528685158657	5.099192764142773	0.23491814474786096	0.15703101067003664	0.07985847281564419	83.0	9.0	32.0	103.0	72.0	90.0	51.0	63.0	8.0	2.0
37475000	-8548.799950531706	-1243.380633194291	-7305.419317337415	-7305.419317337415	-1081.9266901535589	0.6438829921477857	7.100682354099563	0.3725297267834326	0.18004620207540162	0.20724592189728627	0.24017814924388037	0.006761176361707468	16.619556811691478	9.316078643103463	7.932687291562796	11.709840908331117	2.7857771289078332	1.0930555027544102	4.176815100521848	0.15391718532366705	0.11696731678969431	0.09999174092570091	69.0	8.0	36.0	112.0	62.0	110.0	46.0	57.0	8.0	5.0
37500000	-8505.58308347791	-1207.6712632287185	-7297.911820249192	-7297.911820249192	-1045.1613587803083	0.6953068667086545	8.105230361287916	0.3734420808691305	0.17733907849711975	0.21133047162688018	0.23788836900687044	0.006599827891424957	16.667254850885072	5.57230129261586	10.5491698977399	8.486010976423737	3.2231882996818353	1.1681034270093444	4.478402990985555	0.2220466626112018	0.1855712779803789	0.14287390846087172	64.0	10.0	25.0	136.0	47.0	111.0	41.0	51.0	5.0	23.0
37525000	-8524.145176363974	-1232.5990159225748	-7291.5461604414	-7291.5461604414	-1066.4289734560732	0.6341162962403168	8.162979733585988	0.37026085870001646	0.18194166147953364	0.2017445836569032	0.2460528961635475	0.006308352009512449	18.49245799163187	15.311190759689786	4.528266499248214	12.469151091945315	3.528526239203242	1.191426674354311	6.784150897204733	0.23904784261565512	0.17748613483228276	0.11162443847170886	49.0	2.0	32.0	135.0	56.0	118.0	38.0	53.0	2.0	28.0
37550000	-8543.15184628428	-1238.0841790397749	-7305.067667244505	-7305.067667244505	-1072.1240345731328	0.6706604319969992	7.810880179271619	0.3630801279179968	0.18416109624651678	0.20730470325842432	0.24545407257706298	0.007026581139064638	18.512653786953383	6.577039239343662	9.317496663242142	11.718014298450624	2.428040679318984	1.179852825553149	6.504222078231078	0.19796635357810155	0.336025099096897	0.22158651029231216	51.0	6.0	37.0	128.0	47.0	122.0	35.0	39.0	4.0	44.0
37575000	-8548.492095677328	-1249.0150636040553	-7299.477032073273	-7299.477032073273	-1085.9411952961304	0.6097252222461245	8.161881841757234	0.35379038816412706	0.17805599248976625	0.2137955340503783	0.25435808529572934	0.0066701795471517285	15.156123243265027	15.666876661299046	10.6701102447766	10.330608151884254	2.6298141807997015	1.2138628570530583	4.818914234400243	0.2002956836160166	0.11114657032654081	0.1673415760315606	58.0	10.0	50.0	109.0	47.0	118.0	33.0	32.0	8.0	48.0
37600000	-8545.841650798258	-1246.7736998128585	-7299.067950985399	-7299.067950985399	-1082.2441855561694	0.5822067066728798	8.108606601538042	0.3628726787914106	0.17805599248976625	0.21182956724528684	0.24724176147353724	0.0064969039002640665	17.164813415286915	12.590984438431027	12.841187645845789	12.555973399601793	2.743355353376128	1.4651065375252923	5.987888478310621	0.20851342304334183	0.22458551470251897	0.14673648823068855	57.0	7.0	43.0	110.0	66.0	110.0	35.0	27.0	6.0	52.0
37625000	-8526.301712035329	-1213.9018599199794	-7312.39985211535	-7312.39985211535	-1048.106188842627	0.685265654317926	10.461563170427254	0.36593431022889034	0.18934387144259943	0.20803126829703458	0.23669055003147654	0.0067326876670087315	18.884819378137134	24.021136992916507	10.045167950204801	11.460987698066706	2.1555559969453886	1.311762080441888	6.786315508745594	0.22805062788019909	0.15396684027780078	0.10051320008875068	49.0	7.0	63.0	114.0	60.0	112.0	25.0	17.0	7.0	59.0
37650000	-8543.953012315733	-1252.8211986923816	-7291.131813623351	-7291.131813623351	-1089.4820583651388	0.6267549923727161	10.93910489332969	0.3859422623486929	0.17381959526031343	0.2030184476742099	0.23721969471678464	0.0067572254933632	23.09653424598736	13.44743034935358	10.219456978718878	13.178712306102941	2.551102335900473	2.1435330723529247	4.4972589156287475	0.10002228301694924	0.12184710426214086	0.17656046365079386	46.0	8.0	52.0	117.0	67.0	111.0	32.0	30.0	6.0	44.0
37675000	-8580.488522715215	-1266.2729743310815	-7314.215548384133	-7314.215548384133	-1101.2780160377308	0.6414703118600975	8.147064982088317	0.37415733501468657	0.18692921138121274	0.19662739848775881	0.24228605511634274	0.006255476754741542	24.834683846924154	11.36233159424161	7.895203016360495	9.412772487170756	3.563050511344045	1.6221729403900162	6.806996420064227	0.19341239146564443	0.052465327009543664	0.1728917757384151	42.0	18.0	62.0	110.0	45.0	129.0	29.0	16.0	5.0	57.0
37700000	-8522.88180717485	-1253.311176602574	-7269.570630572276	-7269.570630572276	-1089.2026056114016	0.8065974994591558	9.165390533546532	0.379730695653258	0.18430205464378666	0.19384850618546295	0.24211874351749318	0.006448384432718557	22.985162495213785	9.918505384630421	11.553929316365817	7.713540804421025	3.4388726982623616	1.582137536500623	5.54428646550494	0.20899147574293028	0.25719414468291163	0.16544269961283956	60.0	29.0	54.0	103.0	34.0	133.0	21.0	17.0	6.0	56.0
37725000	-8556.029459333367	-1262.4578561987714	-7293.5716031345955	-7293.5716031345955	-1098.9152123091949	0.6003675441593576	8.08751587607955	0.36611474303997776	0.17518975741726606	0.20296080341198355	0.25573469613077343	0.006868562608859436	18.496550607820406	14.253329443338737	10.26118114481842	5.283360737342678	3.1014841267200945	1.753974892674943	6.886165199277075	0.43385028068791914	0.09276007450973156	0.14084197517003452	57.0	35.0	55.0	114.0	25.0	128.0	24.0	19.0	17.0	39.0
37750000	-8589.422994380548	-1296.9914720507795	-7292.431522329767	-7292.431522329767	-1133.2752509236223	0.6220434474149116	7.673365361842622	0.3638611521669296	0.17877118322679253	0.20296080341198355	0.25440686119429506	0.006608624744798994	21.958507398588576	5.5984204393199954	8.136484659913354	8.156072294626824	1.2443986944499559	2.1453836430926567	3.6226175515967336	2.411171234755885	0.412271078389155	0.2329664623981109	63.0	33.0	64.0	92.0	30.0	125.0	38.0	2.0	29.0	37.0
37775000	-8525.0052992374	-1251.7932211541947	-7273.212078083206	-7273.212078083206	-1088.2380703990923	0.7022690972460501	9.341151285565305	0.36446625588735077	0.18220472548654543	0.20739855306763547	0.24593046555846906	0.007355315608767356	17.033249680700195	2.746080417427121	8.104779969368272	7.403429594730052	1.8138345928209028	1.6076096514212497	2.715925073611578	3.6188897451782847	0.21018255953088086	0.15300004316934734	72.0	25.0	68.0	91.0	19.0	115.0	53.0	5.0	33.0	32.0
37800000	-8533.983894865942	-1219.5952411814183	-7314.388653684524	-7314.388653684524	-1058.579396689537	0.6221597201354919	9.330698941804341	0.37982817742115377	0.1879744922973055	0.19209962142764797	0.24009770885389348	0.006841352898540419	14.724309360041332	6.027229459240663	5.360622417212346	5.907452191456561	0.7415697075540247	1.2965744179755057	2.255470544064394	2.9782055042203	0.28541170207255995	0.09301630637546107	86.0	25.0	53.0	106.0	16.0	105.0	55.0	9.0	28.0	30.0
37825000	-8552.445610842009	-1238.109201676506	-7314.336409165503	-7314.336409165503	-1076.3753088074973	0.5650579957684635	8.899869919950081	0.37610476540157417	0.16917931440820336	0.21517465629241034	0.23954126389781283	0.007372266654797767	16.399653796562976	7.157435447896394	10.273993120292868	5.944250124373532	2.314173133982765	1.5215052587669529	4.3788075002848865	0.4328384538921507	0.31074183863621246	0.06355831535138418	77.0	14.0	65.0	108.0	33.0	93.0	52.0	6.0	31.0	34.0
37850000	-8518.751580599592	-1220.6676589189124	-7298.083921680679	-7298.083921680679	-1059.3567677989502	0.5832223781198095	8.236099478857684	0.3477403601101775	0.18077825075135565	0.2168982860097971	0.2545831031286705	0.006856627472699857	15.217707039112025	8.64102221655188	14.694981789963572	5.869597173938552	1.5279061402398957	1.1307847810174736	2.91812895462805	0.760727498586695	0.35668277070356674	0.057572718356616405	68.0	18.0	59.0	124.0	22.0	97.0	58.0	5.0	21.0	41.0
37875000	-8498.725232150975	-1206.2455725232871	-7292.479659627688	-7292.479659627688	-1042.0647492448356	0.5776751147339327	7.0133200151590485	0.3695663500639	0.1716320567311512	0.2103554005017095	0.2484461927032401	0.0073585022623093065	16.218542314123646	13.16120581469483	13.546730455653506	5.0868902864597105	3.6723971708548526	0.8268073834760614	2.948647823098396	3.419331231681179	0.2824111575403163	0.03869201570485752	54.0	19.0	56.0	130.0	18.0	92.0	69.0	12.0	23.0	40.0
