# BEAST v1.7.5
# Generated Sun Apr 07 14:14:09 BST 2013 [seed=1365340446246]
state	posterior	prior	likelihood	treeLikelihood	skyline	treeModel.rootHeight	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10
4450000	-8809.551668875383	-1437.501882935082	-7372.049785940301	-7372.049785940301	-1266.640739327332	0.7910132212437851	9.220660614821494	0.357113332488233	0.1907324734217799	0.20275761691550123	0.24939657717448588	0.004789791014415617	24.379022924993706	2.755309432166593	3.715654325861768	1.5750869810833146	2.9914305578561935	7.3397270651728	19.79123257764785	28.306751693814338	0.7249829056190927	0.15287190102542042	164.0	54.0	126.0	21.0	16.0	14.0	2.0	14.0	75.0	27.0
4475000	-8851.05704840762	-1484.0297964933225	-7367.027251914296	-7367.027251914296	-1312.1068809028188	0.7323959813920687	7.616474860920195	0.3855583020145158	0.1867958989087285	0.19972278864444046	0.2279230104323153	0.004835031364893567	27.634058059374627	3.4145597802949816	3.8428060263558814	1.8132111628339234	6.573498312669028	18.586803333275338	24.99803497732476	12.58871959165785	0.7436024416618174	0.07892084275391298	157.0	63.0	133.0	18.0	2.0	8.0	11.0	18.0	78.0	25.0
4500000	-8842.517247970403	-1465.9047826051892	-7376.612465365214	-7376.612465365214	-1298.4446671163025	0.7057195976556441	9.331710784281766	0.38131048827748226	0.17034874637672073	0.21291196329321546	0.23542880205258163	0.004824305738544305	23.27520693481462	3.7526335510492514	2.8013451925187334	4.4879534295244845	7.21902279085656	22.905954669560135	3.4027291319600725	2.764373287269598	0.5188451703062702	0.08333794922817117	167.0	61.0	143.0	5.0	3.0	13.0	14.0	16.0	67.0	24.0
4525000	-8822.628243494255	-1466.4670402421048	-7356.161203252151	-7356.161203252151	-1296.367102891598	0.6052485772428571	9.236784157977954	0.3642685777422195	0.18181636534134396	0.2099943626897341	0.24392069422670254	0.004962170609309482	29.948436774210993	3.064076003249864	3.250630071732612	3.100333656070747	21.1593517711716	11.273659432068916	3.0527225428978593	2.6199041742310247	0.5325221847099015	0.07521175903785933	160.0	54.0	149.0	4.0	7.0	25.0	24.0	8.0	66.0	16.0
4550000	-8799.147806130957	-1423.575791018709	-7375.572015112248	-7375.572015112248	-1254.928882421181	0.6861635577451131	8.329034232914424	0.35978313420741137	0.1900199307880734	0.19228053175504867	0.25791640324946663	0.005037361921594735	30.2863018153618	2.6428089235072574	2.83204660355466	17.081578522115812	12.493964481466064	12.579088972997504	3.3878266378211443	0.47033466740589375	0.4476358798056976	0.06651734962346832	156.0	56.0	160.0	10.0	16.0	7.0	18.0	7.0	67.0	16.0
4575000	-8797.064921619189	-1446.363014034579	-7350.701907584609	-7350.701907584609	-1281.6124616128577	0.609963455660185	8.473933870106421	0.3718770848690794	0.17781826843258944	0.20173923836250474	0.24856540833582652	0.0048445220255408285	31.456489255450876	3.259228256619353	3.1336794307402704	6.708650652115781	14.916394703585809	4.749891881472464	2.403064764407992	0.478997163273911	0.586895167187777	0.13599196276079095	155.0	56.0	163.0	15.0	15.0	5.0	14.0	12.0	58.0	20.0
4600000	-8782.309430698882	-1439.6073853252974	-7342.702045373586	-7342.702045373586	-1264.4848501595309	0.6539836725327132	9.414312811545576	0.3727257241470466	0.1818692613483637	0.20023856667116735	0.24516644783342245	0.004700899678786548	25.671091353995646	4.800108697892395	2.9670938568155627	12.836305659146317	59.30828283346905	11.959564182109045	8.712488146503008	0.12207858135481969	0.5446640349031537	0.11671349929301637	156.0	64.0	156.0	6.0	10.0	3.0	25.0	17.0	61.0	15.0
4625000	-8761.072833125643	-1406.1125346929612	-7354.960298432683	-7354.960298432683	-1238.5052985130194	0.6807183703388971	9.061596106780108	0.37573580488266206	0.16362745962143532	0.2017903497106476	0.25884638578525515	0.005057581631342118	27.97456789522525	3.6697393331608934	2.3954099874717394	4.211118789941677	15.188980447601452	17.3410784308371	6.436465603552056	0.15491804606103665	0.4029457616824159	0.16904842608420192	160.0	67.0	139.0	13.0	4.0	14.0	21.0	19.0	57.0	19.0
4650000	-8751.273292105163	-1392.2929918485502	-7358.980300256612	-7358.980300256612	-1225.6344107472205	0.7446434904067003	9.232300608316272	0.38944583100132596	0.16912775576900813	0.18880598192175985	0.2526204313079063	0.004938746582017549	25.327653312804344	3.460483473215052	2.0951413607853646	5.365221587928938	16.136394359330644	14.208886354751272	5.471972860508962	0.23497693071979303	0.3194809026892022	0.32317876950181545	161.0	63.0	150.0	5.0	13.0	11.0	14.0	21.0	50.0	25.0
4675000	-8731.25100467543	-1387.2146640682035	-7344.036340607227	-7344.036340607227	-1222.4342709510856	0.6847583749721088	7.636035662279517	0.3666746287177285	0.16654688362835615	0.21261342058266816	0.25416506707124736	0.004897338951830423	27.852491748849125	3.782136638307722	2.131392917256463	5.98334883722694	10.17125941735368	8.094133515469238	8.564748242603972	0.2331144580791321	0.24848132934914013	0.17784477346311348	153.0	55.0	157.0	16.0	2.0	21.0	20.0	20.0	54.0	15.0
4700000	-8773.742000442346	-1408.567230996971	-7365.174769445375	-7365.174769445375	-1242.594169624449	0.7299276686649391	8.734069941908567	0.3666746287177285	0.18085544587699695	0.1972581619896566	0.25521176341561813	0.0049736879933583	31.924229901210676	5.737016729483264	2.3848911822568604	4.933984948184071	12.2081742426294	10.119855008648129	6.4580945762322255	0.10746775693167557	0.2627595380129391	0.19746931285265776	154.0	39.0	173.0	17.0	1.0	23.0	21.0	24.0	45.0	16.0
4725000	-8807.805252861883	-1446.1412636917894	-7361.663989170094	-7361.663989170094	-1283.3136707479175	0.6545407331882817	9.498381965546162	0.35612865092780394	0.1874900139477646	0.2011695717088135	0.25521176341561813	0.00497246749132417	24.296979375017553	8.650399508945913	2.5402462495900093	3.3490648414320576	4.0278120776482265	7.986635832719691	6.445903026676723	0.2623352300922509	0.20579952294075635	0.18476296262941788	158.0	43.0	154.0	19.0	6.0	29.0	22.0	30.0	50.0	2.0
4750000	-8776.50154490401	-1425.488244065104	-7351.013300838906	-7351.013300838906	-1261.0399707756985	0.6044426783010245	7.882735005901731	0.35670618849293	0.17664269882344355	0.2084920622895724	0.25815905039405423	0.005081517968878958	24.051381120115085	8.607886466851152	2.3719889776938756	5.44949883280914	6.545733258968196	9.839271931383166	8.214550757622717	0.28965926355031246	0.33880719224653044	0.009015893778755852	165.0	36.0	175.0	4.0	7.0	21.0	20.0	38.0	45.0	2.0
4775000	-8769.102166968813	-1421.851880254454	-7347.2502867143585	-7347.2502867143585	-1255.2435731577132	0.6465459265706396	7.593041806440251	0.3648986779641675	0.18299200273097188	0.21027922521746578	0.24183009408739511	0.004921418859617455	21.4104003052288	11.987096380860342	2.2973623378874413	0.8267185584964029	4.167824278960176	7.924655852801159	8.938726425455863	0.17782907937464612	0.5084618215022328	0.17663454521596217	173.0	30.0	167.0	5.0	10.0	40.0	5.0	40.0	32.0	11.0
4800000	-8797.617344665594	-1438.279540874158	-7359.337803791435	-7359.337803791435	-1272.1970317512194	0.7816896033141318	8.56489102620692	0.36548535311787833	0.17891195384349612	0.21145570181378998	0.2441469912248358	0.004983904381699189	21.193793358197127	18.0385016248935	2.471116474156226	4.586861962235714	4.651152874464488	7.514437458851861	5.7142992311625935	0.21837954307792948	0.5757142366967358	0.3778039229263541	170.0	23.0	179.0	9.0	11.0	28.0	14.0	43.0	24.0	12.0
4825000	-8731.320964325183	-1373.6209692919792	-7357.699995033204	-7357.699995033204	-1206.6044117665906	0.7230547298163519	10.926291828603024	0.3736176681610838	0.18418667429950927	0.20328043916956384	0.2389152183698433	0.005157894316405833	19.09186820100613	24.224159021018558	1.556450657686888	3.4351908722866016	7.788065248258368	8.09234705741903	5.997235415619077	0.19265486112631156	0.4854355251113532	0.1174702215397373	179.0	17.0	161.0	20.0	19.0	22.0	11.0	48.0	25.0	11.0
4850000	-8735.334633575458	-1393.7779709844685	-7341.55666259099	-7341.55666259099	-1228.103238082487	0.6675870776891061	8.685202742800213	0.37832949524376475	0.1826913509377078	0.1973036953864093	0.24167545843211838	0.005262547399864905	19.388359918500942	20.02164716480226	1.8421367142958742	2.473789804988455	7.647382480337601	15.57117535961742	2.845568064033926	0.21766571173727678	0.3841555895403887	0.1452298990374441	167.0	30.0	149.0	23.0	34.0	11.0	17.0	53.0	26.0	3.0
4875000	-8735.03124797172	-1401.362014105231	-7333.669233866488	-7333.669233866488	-1237.20945159012	0.7636604566549116	9.098993705831598	0.35900476583236446	0.18467712102968148	0.20233290273168142	0.2539852104062728	0.005387633183354137	24.161542777135754	7.7264169466968715	2.7550153748784805	1.1156000887852884	6.133933984611201	11.819634115332269	1.397739839266947	0.3887093489208094	0.2885031678414266	0.1637402658733688	174.0	25.0	132.0	32.0	51.0	11.0	8.0	43.0	36.0	1.0
4900000	-8698.179372647532	-1364.5818248537298	-7333.597547793802	-7333.597547793802	-1199.7563294029696	0.6835000718186613	8.140360304331283	0.3467734699665223	0.18034467478294228	0.20723326550381269	0.26564858974672284	0.005571020781255913	16.924463380697198	16.073406306623042	1.648849105625676	2.1316801308062208	4.970745921232052	19.914251812001698	5.588775950619331	0.2812649308312386	0.18832978331631717	0.05523084194238516	179.0	24.0	119.0	48.0	48.0	6.0	7.0	52.0	26.0	4.0
4925000	-8695.373419581521	-1348.6920083279374	-7346.681411253584	-7346.681411253584	-1187.4182088202044	0.6108965530638787	9.405491557416658	0.34875745676851694	0.18937652851640344	0.2079100140697	0.2539560006453797	0.005586725416893618	17.36473312087359	17.965988788236523	3.586865605825465	1.1653664848975922	4.907503190920541	9.09730314803879	0.7007760740418534	0.18833864947853432	0.17936951860668324	0.042512478144804564	163.0	41.0	126.0	48.0	35.0	11.0	8.0	42.0	34.0	5.0
4950000	-8682.750658436782	-1341.9506279941602	-7340.800030442622	-7340.800030442622	-1176.384812988857	0.6934422253076258	8.623100107906744	0.36040768084279456	0.18145057496851083	0.217184707022157	0.24095703716653774	0.005467765815730123	16.006949961442185	21.80133056821186	2.8213993621665927	1.2974822929252727	10.868521389317245	7.153591536747807	0.276338517821472	0.10819683809451534	0.2508009854554133	0.14228016306883348	156.0	43.0	125.0	56.0	40.0	6.0	4.0	38.0	40.0	5.0
4975000	-8734.668540461611	-1407.2616145733227	-7327.406925888288	-7327.406925888288	-1243.0685483494703	0.6137077972735853	7.539676651464321	0.3644937960469337	0.18414325280943106	0.21305056636698422	0.23831238477665115	0.005092111109239025	19.34065805587977	21.032762388758243	2.7411830234315815	2.845181936265804	9.14964630655548	17.860621784829448	0.6586066255433328	0.08804246863396069	0.2610888323868612	0.013730164431099446	168.0	26.0	125.0	60.0	45.0	9.0	7.0	24.0	45.0	4.0
5000000	-8803.435537157766	-1453.3131848606781	-7350.122352297087	-7350.122352297087	-1290.9187589276826	0.6326406691832926	9.608155747863465	0.3481771895647713	0.18700955032526173	0.2184593897315412	0.24635387037842585	0.005373803628874277	24.109115878267314	25.54785434271376	3.34325808531351	3.3525838512345567	8.617598121925155	7.821964652548812	0.3364696950013173	0.14366128954967677	0.2865765761957269	0.06717358111384818	172.0	27.0	131.0	49.0	48.0	4.0	8.0	29.0	41.0	4.0
5025000	-8788.72598032248	-1438.6345302077389	-7350.091450114742	-7350.091450114742	-1279.2300337404708	0.6445771128696269	7.143741070845604	0.36470417077295597	0.17730321356203957	0.20369694791291618	0.2542956677520884	0.00504612032797837	22.539003903374006	14.436880921995531	2.913840115534564	3.6276368843408764	10.89870165818856	2.8276250438412616	0.30675770310300043	0.12085546012702188	0.20811361120859642	0.09257593234368533	166.0	41.0	133.0	41.0	43.0	4.0	4.0	27.0	49.0	5.0
5050000	-8774.007500538788	-1436.9020623860015	-7337.1054381527865	-7337.1054381527865	-1275.473171295343	0.5751133875651401	8.052083757469022	0.34961250050137	0.18043368750059657	0.2091602507762288	0.26079356122180475	0.005146734565299428	21.433286403025754	12.37374629405262	3.0715233363311816	5.8660307792573505	10.206726003795003	2.637984167698845	3.0891708988806053	0.3551096728861996	0.14921285912028662	0.03109329508201073	162.0	36.0	157.0	21.0	37.0	17.0	2.0	7.0	69.0	5.0
5075000	-8754.747189348176	-1438.6456159157842	-7316.101573432392	-7316.101573432392	-1279.452426754324	0.7079128948226028	7.072595744174603	0.37002170524935246	0.18043368750059657	0.20064984296853133	0.24889476428151974	0.0052950020625823985	26.865410250783405	4.269132270919083	3.9358696249526828	5.040162268702723	17.11935042839056	2.2409270288597742	0.48070654966073345	0.20653783421777386	0.1179174261870465	0.03808284670210566	162.0	34.0	160.0	5.0	45.0	21.0	12.0	7.0	63.0	4.0
5100000	-8784.526450436008	-1460.7370835346592	-7323.789366901348	-7323.789366901348	-1303.39261948339	0.6368084917373356	8.43529546734012	0.3875275505840142	0.17554750597735608	0.20072787404760517	0.23619706939102467	0.004834629748619553	24.594026625185975	10.340457638891555	3.910889544438529	5.051613854785983	11.782309600153088	1.2404439721373715	0.07257756160064219	0.1304137115930433	0.13949261832981627	0.03832510174872379	156.0	53.0	148.0	5.0	51.0	23.0	1.0	17.0	53.0	6.0
5125000	-8765.14863119619	-1446.941287829101	-7318.207343367089	-7318.207343367089	-1287.601866132547	0.5781572395506961	7.4866728626656975	0.38190521122793053	0.1851066364954848	0.18859917794706837	0.24438897432951634	0.004908433427035337	19.4567135477595	15.455589516181853	3.262674179410952	10.251567998647749	9.579165978563665	1.9138935268855066	0.5381379501436138	0.059955814422026465	0.1216306334952359	0.05414344406414637	163.0	46.0	140.0	9.0	61.0	16.0	7.0	14.0	48.0	9.0
5150000	-8755.00681638368	-1428.3905570252523	-7326.616259358429	-7326.616259358429	-1266.6732995259779	0.7191541160697044	6.862682785046506	0.38362762375147935	0.1819117548715155	0.19456095792429734	0.23989966345270786	0.004923217642167717	23.891861532043844	24.873375438978197	2.8525767645492826	1.8636682254355876	9.025373065280275	1.3387112346032528	1.3199756877808109	0.19794834069278652	0.11265237946772715	0.17082889830053274	151.0	56.0	147.0	5.0	60.0	19.0	5.0	9.0	52.0	9.0
5175000	-8830.815940348586	-1474.933736878295	-7355.882203470291	-7355.882203470291	-1316.8074870975952	0.874455099764942	8.042928241487823	0.38052445724500833	0.1897753848271752	0.2051232143711345	0.224576943556682	0.00479054209697131	26.126779729871433	16.202022688071423	2.5003408159436904	3.950645008831884	8.275567060093435	1.7056785707394744	0.1269762357284957	0.07337512163535129	0.11614074397202268	0.23895449558865797	142.0	65.0	143.0	10.0	56.0	28.0	7.0	2.0	35.0	25.0
5200000	-8731.949395751213	-1399.1960883790207	-7332.753307372193	-7332.753307372193	-1243.5533472255865	0.7137988374996671	8.686746303982765	0.3724727204991752	0.19039582013478287	0.19951201092401172	0.23761944844203028	0.004746661715964748	22.62980586326275	13.962603385495079	2.5945231433116254	1.6635404111292167	6.168270771186219	1.009545295008348	0.0910393293184205	0.03088965619689818	0.0828429114720418	0.12619377834369108	145.0	72.0	144.0	11.0	62.0	9.0	16.0	1.0	33.0	20.0
5225000	-8685.384287033095	-1374.0416098754804	-7311.342677157615	-7311.342677157615	-1218.328242664122	0.6958734420270596	8.732284838491715	0.35700256767771327	0.18840126166745566	0.20849896738246743	0.2460972032723637	0.005159206544358802	23.177467647299384	13.481479200580171	1.8704481640422992	5.790391412568554	6.115717329053479	0.24307843791420408	0.15370133153604335	0.12742086469275063	0.13752207156858104	0.08403889586823378	135.0	78.0	140.0	18.0	69.0	4.0	32.0	1.0	18.0	18.0
5250000	-8707.055006383333	-1392.849616309456	-7314.2053900738765	-7314.2053900738765	-1239.0168546380273	0.6710091751741453	8.207740037714435	0.36552166328490654	0.17760783599186247	0.2054938532561538	0.25137664746707716	0.005359383127486446	17.61246298176535	9.48334944637845	2.2109873838846594	3.8888986966651418	4.796385497297215	0.36336008539170517	0.18167197808329114	0.15879579700185414	0.0979068975773321	0.13561181371627024	159.0	60.0	121.0	27.0	74.0	9.0	8.0	20.0	15.0	20.0
5275000	-8734.299149350822	-1426.6491088959942	-7307.650040454827	-7307.650040454827	-1273.3528926769716	0.6911576548696753	7.865245497748012	0.36589563558717914	0.1774210972534861	0.20914265699287948	0.2475406101664553	0.005349535257108435	21.710963902480128	11.743231231153587	2.2373880672805626	2.8939763032347336	4.377255816318743	0.32022801965131475	0.12184128165987788	0.15498272284747094	0.11409846728120468	0.10174287907782713	171.0	53.0	104.0	44.0	77.0	6.0	13.0	25.0	10.0	10.0
5300000	-8739.094492007693	-1394.359730318512	-7344.734761689181	-7344.734761689181	-1238.8460437825534	0.6881689055536676	8.369689532637985	0.3493901078006906	0.18507894608466538	0.20878507347703135	0.2567458726376127	0.005694975214905833	21.468675812222703	8.079842325059928	2.5764385348957863	1.183996730863563	4.969987262047251	0.5679615320677984	0.2904314179931596	0.14149808625062002	0.06740925408307559	0.15226150000266367	166.0	56.0	112.0	50.0	62.0	7.0	17.0	37.0	2.0	4.0
5325000	-8751.625567009403	-1411.8441132750913	-7339.781453734312	-7339.781453734312	-1255.6102685275373	0.5778379671149586	7.306925044410548	0.3740784904411708	0.18218901484898564	0.20899662178092554	0.23473587292891804	0.005517996522549612	21.89460132889536	16.79447957456572	2.182015954917153	1.7467598676416818	5.1762786460453	3.7038873562854344	0.539500839863446	0.1438550004171461	0.058117679935998603	0.0324620331001588	159.0	51.0	113.0	53.0	64.0	3.0	18.0	48.0	2.0	2.0
5350000	-8752.675063466342	-1403.0848901254276	-7349.590173340915	-7349.590173340915	-1246.9049987375186	0.5809268544854651	9.335049653882402	0.3582916678267177	0.1563317421266311	0.2202274659917714	0.26514912405487995	0.005254602245776796	19.672442764850935	10.68066293143871	3.032431319864351	1.7799158530563983	3.871310230917381	1.8881101293874716	0.41457844682453476	0.039258808688699735	0.14354455753804432	0.02467239357278602	167.0	52.0	96.0	64.0	64.0	6.0	13.0	39.0	10.0	2.0
5375000	-8777.625161687833	-1419.3535333443251	-7358.271628343508	-7358.271628343508	-1261.3538901606375	0.7182561032177481	8.043176041284049	0.36670880395080185	0.17636748521577741	0.2215640737661767	0.23535963706724417	0.005256864022794387	26.17977541203943	19.380496584781707	2.686183867922732	2.8822314712676804	6.448776763504899	3.592272852813153	0.776735871611083	0.061226140115704104	0.08353679862414683	0.05680103125165288	140.0	66.0	106.0	64.0	56.0	2.0	31.0	20.0	14.0	14.0
5400000	-8766.50969967489	-1428.92536995499	-7337.5843297199	-7337.5843297199	-1267.6259412577344	0.6157123239519737	9.049495745910605	0.3759221391817144	0.17805672391687002	0.20089990427332885	0.24512123262808683	0.005342758414941692	22.350064793220838	11.438032779854082	3.2222301205981974	2.8635578198165983	6.240488482454898	16.844049148288804	0.6971593195527437	0.0656254016769576	0.10734097625618039	0.08515855598212342	137.0	71.0	98.0	58.0	59.0	2.0	37.0	19.0	21.0	11.0
5425000	-8747.216333253738	-1403.5670395525071	-7343.649293701232	-7343.649293701232	-1243.40900145775	0.5956260962515467	7.501970089232456	0.3631917213070729	0.18405550370172152	0.19722917225263203	0.2555236027385737	0.004965279920985976	27.689968061316932	10.982698063202646	2.579677738224195	2.238109371654266	8.162931009375804	12.54490689732892	0.772768358060195	0.13165058832185328	0.06916109858413565	0.04228912310415843	132.0	74.0	95.0	63.0	58.0	5.0	28.0	25.0	19.0	14.0
5450000	-8721.6676748123	-1386.8285035747454	-7334.839171237555	-7334.839171237555	-1228.774473820659	0.5822736109611187	7.795152501675249	0.3459604347329794	0.192969312428611	0.2103817410457394	0.25068851179267043	0.004927376928412228	30.11576577183769	11.659668886328273	2.757031056701119	3.40842487236279	6.943664827314507	1.3503565512686837	1.8448261009893394	0.13390231882968778	0.07109258815879922	0.041526844828705105	129.0	77.0	101.0	73.0	47.0	2.0	19.0	29.0	27.0	9.0
5475000	-8757.780124140485	-1426.39993473007	-7331.3801894104145	-7331.3801894104145	-1270.5599969405648	0.5324164578190015	7.7794355097116235	0.3591358017769411	0.1704403010665577	0.21121393239958755	0.2592099647569138	0.005189625843279973	32.41848418292706	7.954435631756327	4.037431239782035	2.6068907733450057	6.622592433882027	1.5210890700777375	0.4955635387370366	0.15202676179978536	0.09115780186739618	0.0020617605488409906	126.0	86.0	79.0	77.0	58.0	13.0	17.0	27.0	26.0	4.0
5500000	-8732.659278693356	-1404.8179967349265	-7327.84128195843	-7327.84128195843	-1246.6326266202802	0.541848816538462	8.996810498172813	0.37504499993857354	0.173430293988556	0.19771687243719266	0.25380783363567805	0.004955263844134367	27.232515357179565	16.73143176072499	4.372026745267754	1.7673617813700884	9.594052152892454	1.082338135784121	0.4888797762776558	0.035065787712233246	0.05807483230143931	0.019351250813535295	121.0	73.0	106.0	78.0	50.0	19.0	14.0	5.0	41.0	6.0
5525000	-8749.8897208529	-1428.5823869784585	-7321.307333874441	-7321.307333874441	-1270.216468454514	0.5975459158485155	8.655278746897679	0.3714118157218006	0.18476136916874855	0.2072712680178126	0.23655554709163845	0.0048144528373898245	20.67686562855705	19.253123758902493	4.253808792006778	1.9144631074159943	7.74533783844527	0.7426462047580024	0.2620537983236835	0.4041972377056948	0.0539260625882834	0.05455110005096135	124.0	72.0	104.0	63.0	60.0	22.0	14.0	8.0	38.0	8.0
5550000	-8776.859983228316	-1451.6350731442553	-7325.224910084061	-7325.224910084061	-1292.803051646606	0.6759606424231712	8.452544204547317	0.369205238665107	0.185013443372709	0.2038921614987682	0.241889156463416	0.004462283253219785	23.137811294925395	25.678665084786054	4.339931622957757	3.1964963599348266	7.888721469496179	0.917399978297689	0.46943886556261316	0.33828841809868626	0.0331381569168047	0.07184583469284436	123.0	67.0	107.0	55.0	64.0	28.0	10.0	10.0	30.0	19.0
5575000	-8803.069092875188	-1478.3750614385935	-7324.694031436595	-7324.694031436595	-1319.9993172683562	0.6009145193067211	9.676066508418039	0.38498765648671734	0.17520665728220663	0.20746351617682354	0.23234217005425273	0.005032120350186264	27.46845520503014	20.80341193278625	4.094721638882836	4.800782559582129	8.822515897684767	0.5770983398760595	0.5256434846550596	0.2201846141038633	0.07096040496378965	0.08132885084467788	129.0	70.0	99.0	56.0	66.0	11.0	26.0	13.0	25.0	18.0
5600000	-8776.382406059833	-1439.8224540739234	-7336.559951985909	-7336.559951985909	-1282.8542448908738	0.5467812730877841	7.995539691821704	0.3707782072864173	0.18114468124619573	0.21269238194286025	0.23538472952452694	0.004480005674967033	29.39446676486876	28.610867404518594	2.6489798655365284	4.733778428738473	6.833766805011792	0.8039430765616643	0.24405783926133143	0.07620451854318572	0.13188289807503772	0.016033145764263748	107.0	70.0	119.0	76.0	59.0	13.0	27.0	12.0	25.0	5.0
5625000	-8773.351130392328	-1445.5361587576995	-7327.814971634629	-7327.814971634629	-1287.9019412719713	0.6372642588492953	7.697666116902651	0.35821339078463227	0.18652560378724103	0.19918212271700544	0.25607888271112145	0.004923722164820475	21.874351068222403	33.14845627272567	2.532375423749273	4.856445102205572	6.087960544536557	0.23939287209617247	0.3429513161445505	0.0893598684451935	0.09841968601235715	0.15731587228734803	99.0	63.0	126.0	85.0	63.0	13.0	27.0	16.0	4.0	17.0
5650000	-8792.893229594507	-1447.4225462481459	-7345.4706833463615	-7345.4706833463615	-1288.6405741948533	0.6295629882240054	8.318878230351674	0.3659863908511449	0.1843551818172247	0.21460274478778357	0.235055682543847	0.005146891910145847	22.496235113236274	31.904627843591356	2.270848929122548	6.16834971754023	5.376409291858985	0.7980840817561234	0.2854421213187585	0.179437041656336	0.18517227805260678	0.11008268437100678	101.0	73.0	126.0	84.0	50.0	21.0	20.0	19.0	5.0	14.0
5675000	-8754.225322803448	-1408.7540342823386	-7345.471288521109	-7345.471288521109	-1251.6313419587862	0.6689321013983094	7.297911748398602	0.3732392678937473	0.18431599952886302	0.19069818341284728	0.25174654916454264	0.00529502906856037	16.526275737512616	27.010295823281442	2.2560978875451654	4.899949927444784	4.228763632825729	0.34076355296712996	0.4370257178130528	0.2691499802637296	0.14503373884749024	0.09455063189434905	106.0	65.0	142.0	89.0	40.0	9.0	25.0	8.0	7.0	22.0
5700000	-8724.460043313145	-1377.9007751935242	-7346.559268119622	-7346.559268119622	-1219.3452704855833	0.6828659267272653	8.079797560635797	0.3644525773418452	0.19701479581269932	0.20157439707823632	0.23695822976721936	0.005323518219721392	14.752578170014962	34.97841926342515	1.787209974749587	4.355043261303717	4.832715931548753	0.793405750107967	0.3398942606470567	0.19640161165466058	0.21485366669699466	0.10038984848799458	102.0	60.0	138.0	87.0	49.0	6.0	32.0	3.0	14.0	22.0
5725000	-8724.565625763778	-1389.9158339671803	-7334.649791796599	-7334.649791796599	-1229.0757563979903	0.5861800428851925	6.835375927708494	0.3637605735886036	0.18158103739648584	0.21133746156048844	0.24332092745442235	0.005207529128119533	19.840475703966657	39.417760507968474	1.8798149438701937	5.499194432528419	5.995014664543009	2.627480273563425	0.5113479955961373	0.20487596164288216	0.2014243622963123	0.08016836929737595	96.0	64.0	130.0	91.0	40.0	15.0	42.0	6.0	7.0	22.0
5750000	-8693.238155229674	-1360.2469100031726	-7332.991245226502	-7332.991245226502	-1199.205431231676	0.5617218918368483	8.402467886845091	0.36242342330999666	0.18518395862207743	0.20496166570866053	0.24743095235926563	0.004842953518229566	16.209131387530032	43.81904813833852	1.7642703306610004	5.462914924805291	9.082530639437937	0.9153412863001225	0.4278394857628374	0.13620607023718861	0.16975032024890752	0.07706211573807514	99.0	61.0	126.0	99.0	38.0	15.0	39.0	10.0	4.0	22.0
5775000	-8760.5678452654	-1414.0671671034515	-7346.500678161947	-7346.500678161947	-1253.5297093921843	0.664984897529327	9.47407763694231	0.36242342330999666	0.18536812761899268	0.20603179066597696	0.2461766584050339	0.0051103077866605255	21.552420010248333	36.453381846594255	1.8075062843488585	6.142659001546217	6.329862432117965	0.20771989131921964	0.4449782016661127	0.0694668078821514	0.1506445775394548	0.11672341753742707	101.0	57.0	125.0	103.0	44.0	10.0	43.0	11.0	13.0	6.0
5800000	-8748.78342678185	-1429.432643645911	-7319.35078313594	-7319.35078313594	-1268.3432127827664	0.6675007974679549	9.12232793244863	0.36521511484883895	0.178612327745527	0.2177358653604592	0.23843669204517504	0.0049082256463836285	20.58939181341622	34.46474598891941	2.2212999607151436	5.809462733439222	7.195139679055593	0.41270555921473656	0.6553520572675808	0.02934489044719669	0.10299218539795071	0.1348473136964549	109.0	60.0	114.0	100.0	41.0	16.0	40.0	10.0	17.0	6.0
5825000	-8716.948824799092	-1406.6558396086125	-7310.292985190479	-7310.292985190479	-1246.1987684663327	0.6106376199097556	9.997931464781143	0.3718090621382939	0.1787612918012138	0.2049139854371282	0.24451566062336424	0.004997859368227689	24.728204203032917	30.832331469927695	1.8460332611946753	3.9906175787585725	11.383298504954555	0.4593887850494237	0.5967236101380392	0.075666558436768	0.13329380717044143	0.051084691030006533	105.0	69.0	104.0	98.0	43.0	25.0	38.0	4.0	22.0	5.0
5850000	-8679.966395430525	-1365.9362443418909	-7314.030151088635	-7314.030151088635	-1203.5900923063111	0.5890946094627472	8.906199019848982	0.36160092254418247	0.18810365175045288	0.1993182223581721	0.25097720334719265	0.005282167198904887	27.181853492898277	26.92035320672838	1.6515438708487233	3.373396530670418	8.112790062380267	0.22253033827807966	0.5880463665317259	1.1312948821439166	0.1689271907704195	0.025119812642880088	105.0	75.0	107.0	114.0	24.0	33.0	21.0	1.0	28.0	5.0
