# BEAST v1.7.5
# Generated Sun Apr 07 23:31:23 BST 2013 [seed=1365373880976]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	pandemic.fasta.clock.rate	location.clock.rate	location.rates1	location.rates2	location.rates3	location.rates4	location.rates5	location.rates6	location.rates7	location.rates8	location.rates9	location.rates10	location.rates11	location.rates12	location.rates13	location.rates14	location.rates15	location.rates16	location.rates17	location.rates18	location.rates19	location.rates20	location.rates21	location.rates22	location.rates23	location.rates24	location.rates25	location.rates26	location.rates27	location.rates28	location.rates29	location.rates30	location.rates31	location.rates32	location.rates33	location.rates34	location.rates35	location.rates36	location.rates37	location.rates38	location.rates39	location.rates40	location.rates41	location.rates42	location.rates43	location.rates44	location.rates45	location.rates46	location.rates47	location.rates48	location.rates49	location.rates50	location.rates51	location.rates52	location.rates53	location.rates54	location.rates55	location.indicators1	location.indicators2	location.indicators3	location.indicators4	location.indicators5	location.indicators6	location.indicators7	location.indicators8	location.indicators9	location.indicators10	location.indicators11	location.indicators12	location.indicators13	location.indicators14	location.indicators15	location.indicators16	location.indicators17	location.indicators18	location.indicators19	location.indicators20	location.indicators21	location.indicators22	location.indicators23	location.indicators24	location.indicators25	location.indicators26	location.indicators27	location.indicators28	location.indicators29	location.indicators30	location.indicators31	location.indicators32	location.indicators33	location.indicators34	location.indicators35	location.indicators36	location.indicators37	location.indicators38	location.indicators39	location.indicators40	location.indicators41	location.indicators42	location.indicators43	location.indicators44	location.indicators45	location.indicators46	location.indicators47	location.indicators48	location.indicators49	location.indicators50	location.indicators51	location.indicators52	location.indicators53	location.indicators54	location.indicators55	location.nonZeroRates	treeLikelihood	location.treeLikelihood	coalescent
13125000	-9254.574387693066	-1260.447855908962	-7994.126531784104	0.656172809602287	21.20903626431649	12.099689280447704	0.2007887302320797	7.47048158897306	0.369255906284729	0.19464104089648776	0.19397064420297222	0.2421324086158103	0.007060819476908541	5.773453509322683	0.9645519279317615	2.4795264871879588	0.9585260525500525	0.31866468967825756	0.7826766274006062	0.19476199696647825	0.6957427233656986	0.17263264241813905	1.825441809432931	0.9876265987699664	0.19061909316211845	0.11464427560889129	0.4332512461057101	2.258302711479682	2.2904624113091874	0.9248761363542919	1.744014782944741	0.248583506986718	0.33007015587939964	2.5604390916119555	0.1228433794692436	0.427464566541272	0.7934564148355732	0.28888637565649594	0.018218421662533405	0.14276167804268855	0.8663199454046516	0.03166231002326364	0.5186747957437254	1.7286207188367415	1.3768895401464247	0.39109631897633007	0.5225096469798931	1.1946156426388848	0.8821606437976843	3.7056687693845642	1.136880768989163	0.34034587747776934	0.5960226372853281	0.08581541745486375	4.016467735124978	1.206908840195389	0.6875300643485008	0.07886399508479537	0.23763417916270413	0.8651229058396611	1.8297145126899412	0.3919367119118891	2.296361155096918	2.1452367169124757	0.46244950844635097	1.1524635598019486	2.576969930546935	1.4323805786546893	0.02965259460857096	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	-7296.22613421666	-697.900397567444	-1180.879036677326
13150000	-9270.26848425848	-1257.2298316027795	-8013.038652655701	0.703574671490348	33.32663096115444	9.23528900005331	0.12389299967673975	8.094340286448807	0.37602209493656824	0.18449064572820775	0.18979732982693048	0.24968992950829283	0.006831305471133977	6.75861671457951	2.39754180234985	3.9646091082588346	0.7714693207873651	0.31866468967825756	0.7826766274006062	0.7202985689020376	0.6957427233656986	0.13515982349219988	0.438142123820645	0.9876265987699664	0.19061909316211845	1.3674664972202804	0.32079642178642387	2.258302711479682	2.2847689557300357	0.30435754953875066	1.84400827002656	0.248583506986718	0.699302448420483	2.5604390916119555	0.3788056134533296	0.427464566541272	1.0881505858687064	0.2579122323730566	0.018088513486157174	0.09919421994214225	0.3668810598334611	0.029000540792822875	0.3108498457821164	3.636696453189407	0.9507508602361485	0.32124498846818966	0.5225096469798931	1.1946156426388848	1.6301186003813917	3.7056687693845642	0.6441774563500617	0.22581877749593451	0.1709396650878919	0.5926443058828773	4.016467735124978	1.2943624506652283	1.1824442207895167	0.15918026731900473	0.9710597620556367	0.8651229058396611	0.8553587860710588	0.28388186177745595	2.296361155096918	1.2841649976652099	0.4683527536223824	0.21526880995756165	2.576969930546935	0.7670092865213399	0.0548215269662806	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	-7305.330202249624	-707.7084504060772	-1177.2087635047412
13175000	-9242.495919129697	-1255.7895068741911	-7986.706412255506	0.6736033802236849	23.69541926833324	11.678341276263613	0.1853266215110214	8.021371308632574	0.3808374562719102	0.17253799830567776	0.2042924711658708	0.24233207425654055	0.006676310846036737	5.825386398986036	4.284636716323042	3.9646091082588346	0.7714693207873651	0.28201098368814803	0.7826766274006062	0.8669583648202747	0.5479799188832233	0.13515982349219988	0.602278074093097	0.18084815263877324	0.11943507965959657	1.3674664972202804	0.4809763934567242	2.258302711479682	1.583637684903674	0.4262095335838965	2.652909812157349	0.10172853529726555	1.8781435499226171	0.5513279209398848	1.7249264416829644	0.3690919776515277	1.0881505858687064	0.35802557408754004	0.017882509977883924	0.09919421994214225	0.22965197620872457	0.151384709883989	0.47687366069006976	3.636696453189407	0.9507508602361485	0.32124498846818966	0.5225096469798931	0.6110334586950064	0.29641453886684704	3.7056687693845642	0.6441774563500617	0.2534533788850198	1.0908212891483113	0.34062351724327633	1.733045769970932	1.2943624506652283	1.1824442207895167	0.11130462845943405	0.9964279239711981	0.8651229058396611	1.0640635015592563	0.3223274649511537	0.897114292586132	0.6660433979556567	0.4683527536223824	1.1527949312823376	4.301958544245622	1.6107722835511713	0.12423012466818481	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	-7289.301767153612	-697.4046451018936	-1174.854252502807
13200000	-9255.86367957003	-1234.2786044432928	-8021.585075126737	0.6062350601828701	18.58514779719966	11.600638154929392	0.21423094323935563	7.297876436054385	0.37501579717393363	0.18515315388815143	0.20173043020649092	0.23810061873142327	0.006994239873954317	6.8141788562461185	0.502127677139942	3.9646091082588346	0.11964870798743378	0.28201098368814803	0.7923594667890981	0.47105837016324775	0.5133495627488661	0.27760484863940393	0.602278074093097	0.31913079900553926	0.6393880390428384	1.3674664972202804	1.354870649198723	1.1167274510398795	0.7639072011979414	0.4262095335838965	2.652909812157349	0.10172853529726555	1.8781435499226171	2.246350672688516	1.6983624370376336	0.27260636287273293	1.9593591039738172	0.3045333429008165	0.023349309649508095	0.01523300226175342	0.22965197620872457	0.049617945337614024	0.47687366069006976	1.9509165284619505	0.9507508602361485	0.32124498846818966	0.4183526335888689	0.6996107763251652	1.0212124923530768	4.981604540037749	1.080585302901601	0.15112345355993131	1.0908212891483113	0.15837771806407755	1.733045769970932	0.7987769247149158	0.35380470453120244	0.1508204880090123	0.4524259314099132	0.8651229058396611	1.0640635015592563	0.3223274649511537	0.897114292586132	0.6660433979556567	0.24554770186340322	0.658803435671911	3.3092411254241445	2.107351192730926	0.5402293820039211	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	-7318.689389261856	-702.8956858648812	-1157.9200209799958
13225000	-9235.901898651276	-1234.5435457034644	-8001.358352947813	0.6830244855988327	15.93578754348854	14.241405028293071	0.24891275403993846	8.064681161222062	0.3681850588425291	0.1738983264388036	0.21237375206088008	0.24554286265778646	0.007302140735111279	6.93877457735883	1.0292780788734328	3.9646091082588346	0.15180896400354318	0.19794685820784533	0.41222913574245684	0.47105837016324775	0.5133495627488661	0.06531579363388906	0.498417625082851	0.5820783995784237	0.8197455633679774	1.3674664972202804	1.059066026453495	0.9797212588546248	0.6007337021828693	0.3632877577831913	2.652909812157349	0.1380116805814879	1.7972065126191348	2.287782930649123	0.7103929045490236	0.3357324176011179	1.9593591039738172	0.36227447130236323	0.08088436008827134	0.012464467451190002	2.668135564132533	0.006508951280473433	0.3311560428735602	1.7983736818070988	0.9507508602361485	0.20925011522859938	1.1076840665215506	1.0917849176431367	1.0212124923530768	3.1983951757070055	1.080585302901601	0.33816998470220727	0.49768910185839554	0.40449928127872387	0.8724914605658508	0.7987769247149158	1.3518273729796089	0.2263434277057456	2.3670013057795747	0.8651229058396611	1.0640635015592563	1.7420528472107248	0.3660927500211561	0.6660433979556567	0.2618689273564752	0.658803435671911	1.3476201078536774	2.107351192730926	0.3066533697823186	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	-7323.205177020347	-678.1531759274658	-1154.2916846225503
13250000	-9246.925914606272	-1244.912829360999	-8002.013085245273	0.6699573466057286	14.35860731325873	11.435400436498034	0.2375635610546505	9.357430776901197	0.37165376395079636	0.19117382678062977	0.1903512211977223	0.24682118807085082	0.006093940549457865	5.917592320879414	0.5320371325506762	3.9646091082588346	0.16456321015470027	0.23903325532912276	0.41222913574245684	0.3633906076312075	0.28334827125020623	0.09622857527287917	2.449800945635287	0.5911917769737455	0.9122064229723108	0.2957404455297715	0.09201690182221621	0.25667236311690456	0.6007337021828693	0.3074888693813911	1.4186134869637508	0.11984463215020669	1.8735553824919615	3.429788885619272	1.0297713677738958	0.3357324176011179	1.9593591039738172	0.21937976178171448	0.725723133877415	0.014445977627234855	0.25331144263759975	0.007654562917794916	0.42971404021959586	2.3794745020934753	0.9507508602361485	0.20925011522859938	0.33221328471324574	1.0917849176431367	0.38990745624774553	3.728265191324096	1.080585302901601	1.207909273286684	1.063609585359697	0.4049838646032886	2.5970001924574904	0.5697494222037534	0.18078995376388396	0.37073627871271925	0.29633605619031544	0.8651229058396611	0.6974434490730573	1.7420528472107248	0.3660927500211561	2.569230350911166	0.2618689273564752	0.5587809931875033	0.36694117859632186	1.046567408201763	0.2371820864854194	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	-7325.339873922813	-676.6732113224602	-1170.3509364333393
13275000	-9213.281551105549	-1197.130912546978	-8016.150638558571	0.6711176842635148	11.505884017908448	14.384140714547945	0.2645492836536127	8.134043045755751	0.3558797567982393	0.19439432975643847	0.19775414969775107	0.25197176374757047	0.007419195833150433	7.459121115704702	1.274125881290606	3.9646091082588346	0.22760323837005775	0.23903325532912276	0.23968297949687098	1.0531592292962688	0.16383067071539878	0.032010296027154814	2.449800945635287	1.9142338095938236	0.5110790943609669	0.23191248723140187	0.5622169084987785	0.5934327139106653	0.4847815168621131	0.5726959922322469	1.730599523485245	0.05215096241187448	0.19842026315072492	2.3278353167860564	3.3891728620687944	0.2961834081306189	1.5400084285307507	0.21937976178171448	1.7007113109205374	0.19519729578811715	1.0499803156085667	0.0027946821556265058	0.42971404021959586	1.7476862834685778	0.9507508602361485	0.30232434476013603	0.33221328471324574	0.7497104144312075	0.11384745392341544	1.5470263442279684	0.6603585071533015	1.207909273286684	0.9651389716451377	0.2224415159504968	0.8386934508567178	0.7536680919348416	0.31651387213498783	0.5862918099724941	0.7286488149938602	0.8651229058396611	2.4560492040237794	3.5717269583313733	0.3660927500211561	1.8192801076348657	0.2618689273564752	2.2920849334487188	0.8047590155210642	0.6623853844410503	1.015571728543423	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	-7332.716208454458	-683.4344301041131	-1115.8973360549949
13300000	-9233.035245663848	-1249.5734381502143	-7983.461807513634	0.6586050762628662	17.616823719380932	13.337720252479865	0.24093349077343043	8.305196815152595	0.3743941096587855	0.17304314008443328	0.21292569891893132	0.23963705133784916	0.00688145221355248	5.809171485189051	2.0892869706419073	3.9646091082588346	0.22760323837005775	0.23903325532912276	0.0658008176074438	1.5231212682633921	0.04877381290261151	0.1089538088035268	2.449800945635287	0.38505668746521826	0.7333732995589384	0.15132070044964874	0.4471922234334291	0.5934327139106653	0.7865585178205873	0.5460208641832768	0.2623186338302264	0.005941672571648023	0.3031012474710433	2.3278353167860564	1.3123401187250552	0.6900947613276349	1.8362078068271976	0.5647391901634409	1.7007113109205374	0.9462542922117471	1.0499803156085667	0.0470980964942473	0.42971404021959586	1.9414322135806867	0.9507508602361485	0.2198131656520191	2.2688571939035556	0.7497104144312075	0.09282623603220745	1.5470263442279684	0.6745922365807487	0.21584345383887418	1.1276092043253305	0.17048364633907098	0.3665501051486338	0.7152867049956408	0.31651387213498783	0.21020154010678446	0.16804613618065103	0.8651229058396611	2.4560492040237794	1.0117534823799597	0.3660927500211561	1.8192801076348657	0.2803514049400301	1.9852447078124116	0.57249732339893	0.6623853844410503	1.015571728543423	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	-7310.251877802812	-673.2099297108226	-1176.5539819204853
13325000	-9272.181802393101	-1293.7076273009297	-7978.47417509217	0.6406412709638338	18.03954776188646	14.332007399173552	0.23946248856376898	7.762033898081539	0.37173499658302367	0.1802807541459267	0.20834719793319972	0.23963705133784916	0.007306798005483793	6.389109870433759	2.0892869706419073	2.347784393627888	0.1635361193963241	0.21963680505164673	0.0923911691491913	3.5034716568552007	0.07976821741816904	0.7155924571854909	3.4991700976404116	0.9943564499700478	0.7333732995589384	0.0886525630615861	0.22114913689335466	1.1316637977038067	0.7643220596266888	0.5460208641832768	0.048770961477634565	0.02408872008727062	0.1519329200240279	1.2586457148696706	1.3123401187250552	0.6900947613276349	1.3297012279841212	0.5647391901634409	1.7007113109205374	0.8960150893900201	0.24835599280448228	0.13919936360207757	0.6508770338302853	1.3340026593509973	0.9507508602361485	0.2198131656520191	3.189778376758599	1.0420384890442638	0.1122064206225661	1.4606524411937523	0.8807366286030015	2.7329399764280433	1.7999269412443821	0.762462247541589	0.22735730288958916	0.3200355939950591	0.2940897390576985	0.14961688831445738	0.15342766857785617	0.8651229058396611	2.4560492040237794	4.61195651368073	0.38025892370905434	1.8192801076348657	0.3171484015865757	2.126986080581647	0.24273310899279224	0.7312824243108382	0.7769271490851286	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	-7293.16568055925	-685.3084945329203	-1210.8338429119908
13350000	-9287.630016721452	-1308.1706654949987	-7979.459351226454	0.6513057870537333	16.369277533000062	14.79462594732083	0.2670842928528933	6.807203882981042	0.3742486350230045	0.17630066473875938	0.20173234130278772	0.24771835893544772	0.006862487983324022	5.382844569813911	2.8234756251129043	1.5172388012932214	0.07954855902178254	0.21963680505164673	0.7867212579603384	3.5034716568552007	0.18883575988164522	2.5566015898152363	3.4991700976404116	0.9943564499700478	3.4021799007278744	0.016582841858783927	0.21095775163593464	0.5583474141192818	0.7643220596266888	0.5460208641832768	0.11778398847810552	0.03228706257558944	0.2709538196652938	1.2586457148696706	1.3123401187250552	0.34179123876609574	0.8833237401246437	0.5647391901634409	1.9166331492448982	0.6799180741650512	0.5068306392044906	0.08213912438716238	0.6508770338302853	1.6429663092705644	0.9434505084805634	0.2198131656520191	3.189778376758599	1.0420384890442638	0.3900674617353297	1.6268677432774477	0.8807366286030015	0.88004687343376	2.5718392525146934	1.408205376176554	0.09424717372836634	0.3115392752444891	0.33819781441496816	0.054412023752833084	0.2252675543599218	0.8651229058396611	2.8032847297654295	4.61195651368073	0.17964384386633708	0.2003939302594275	0.27819108375323404	1.3107932051941282	0.46039339710037125	0.7312824243108382	0.7769271490851286	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	-7308.026813846018	-671.4325373804362	-1222.6408624746614
13375000	-9270.4328127006	-1303.768307453285	-7966.664505247314	0.6223231600618035	20.8528377053442	13.505051941135239	0.23346047301357498	8.864727261324576	0.377508739562871	0.17929654497617015	0.20622954118668962	0.23696517427426847	0.006367136415079259	4.802796496929954	1.6874750871362192	0.7205288148891696	0.13720621286428503	0.07732201133165961	0.35524498140593125	2.4951858133420135	0.18883575988164522	0.3690200050972055	3.4991700976404116	0.6809939695559301	3.6211061707663554	0.033940276488071006	0.08832445528968552	0.799097899016388	0.7643220596266888	0.5460208641832768	0.13354325283482216	0.3404277298869406	1.2154154335572063	0.8838561439926137	1.4195218548216382	0.37129033027843894	0.2689000926383449	0.5647391901634409	1.836133268082637	3.7245613960016555	0.05199981734047023	0.06637568489993867	0.6508770338302853	1.6429663092705644	0.9434505084805634	0.5249172731571807	3.0649829218168945	0.7809401620796257	0.6870832239006117	0.7404844881018997	1.1507914709245735	0.9468670057092775	0.29778367749713225	0.4553282272874667	0.12498043409317142	1.3524944155656062	0.7954627950801713	0.048890926886588165	0.7002524330554571	0.8651229058396611	3.0358371914459816	1.8529864023004046	0.17964384386633708	1.248907959107908	0.2944583580472025	1.1228707103049533	0.656018050390413	0.48965695392320463	2.012670910266242	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	-7309.501848510678	-657.1626567366359	-1223.821560499269
13400000	-9245.530073308735	-1284.4483935091241	-7961.08167979961	0.6697640150111998	26.63230443194231	14.235747734919043	0.21207284953695218	9.534287715162916	0.37343260102363246	0.1884749446009324	0.19779241996068167	0.24030003441475276	0.006619773385983889	5.395029718204187	0.9936481606469418	2.266087829291857	0.13720621286428503	0.16133525473242932	0.7246911184865472	0.1480208206709176	0.19154317228491996	0.8405696133235242	1.8076475110106927	0.6809939695559301	3.6211061707663554	0.08864922074422883	0.08832445528968552	0.8807476091419174	0.7643220596266888	0.5130076479286331	0.13975713056029862	0.13960705706181395	0.58175012629219	1.1553775611140988	1.4195218548216382	0.28531120308614855	0.2689000926383449	0.5647391901634409	1.836133268082637	3.7245613960016555	0.2557891076641625	0.3761819662212221	0.6508770338302853	0.4930768044111017	0.9434505084805634	0.5679918149664454	0.14284245463877598	1.3292252345198348	0.7915454730541148	0.3682757511112831	1.0942439406649584	0.9468670057092775	0.4551311478649145	0.33887106332827316	0.47665306940424984	1.5458996437746726	1.7279556351138563	0.9411727702605115	1.1599930964238032	0.7535384610679828	1.7646265349567734	1.8529864023004046	0.17964384386633708	1.248907959107908	0.2944583580472025	0.9062712668733136	0.386034933141261	0.6892547930671735	0.7819018324808465	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	-7306.904273198154	-654.1774066014557	-1209.1051877104674
13425000	-9263.606926909197	-1286.0241428852735	-7977.582784023923	0.6308386689749121	19.70675071977504	15.681750375992001	0.24783306788755666	9.567710869561628	0.35282392802290075	0.19055810982023252	0.19428626144396405	0.2623317007129019	0.006651965295242508	5.489776071325926	0.9936481606469418	1.8645850538152242	0.13720621286428503	0.4117018625265818	2.0945014374817514	0.1480208206709176	0.12031359515381386	1.4755193041329755	1.8076475110106927	0.675478187150228	3.6211061707663554	0.2613070518995381	0.17258455705275938	1.5667145891300769	0.6844788013061635	0.5130076479286331	0.46136861931673917	0.13960705706181395	0.5768045671290472	1.4844215591927326	1.4195218548216382	0.5354516414938293	0.1783097591930031	0.5647391901634409	1.2462231212809327	3.4738411635633804	0.3363038929458997	0.6285908400435922	0.6508770338302853	0.4930768044111017	0.9434505084805634	0.4729954442867505	0.14284245463877598	0.6596880466197583	0.7915454730541148	0.38753329804101816	1.2962333382726683	0.9468670057092775	0.4551311478649145	1.49302249173668	0.22440102828951686	1.5458996437746726	1.5878282629850324	2.167877916210173	1.1599930964238032	0.7535384610679828	1.7646265349567734	0.9458676471443959	0.2028017646770588	1.248907959107908	0.25848336056715315	0.49312600298500575	0.386034933141261	0.937018326802825	1.0368194023156805	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	-7301.918917651204	-675.6638663727186	-1207.7053840584326
13450000	-9272.778135724207	-1289.4314275711274	-7983.346708153081	0.7287623974950523	49.38713457923652	11.437697362497067	0.1308571266100794	8.662712276639956	0.3679742985112465	0.16365422030564283	0.20799383916519573	0.2603776420179141	0.006669585744826902	5.086363234642347	3.7009789600301835	1.8645850538152242	0.25620762116846807	0.47761602964569105	2.0945014374817514	0.14379296428992944	0.20844468802409621	2.2471565054658873	1.116813219780307	0.4110305484020913	3.6211061707663554	0.2613070518995381	0.9312609941291532	2.9235521990412483	0.24442321297363093	0.5130076479286331	0.30097436714426257	0.19211277411635283	1.9663950666315768	0.515091782220183	1.4195218548216382	0.5354516414938293	0.05938433157865142	0.5647391901634409	1.2462231212809327	3.102048296122348	0.07381793250724747	1.3689228647840406	0.6508770338302853	0.38401382384130445	0.8463166295760977	0.4094197700232582	0.4458973607676003	0.6596880466197583	0.8842044814018745	2.259676366561442	1.1909754826419165	0.3360612103243327	1.0524951415975308	1.1953783509843756	0.4346283535451218	0.6489827993173337	1.5878282629850324	1.6033509562184254	1.1599930964238032	0.7535384610679828	0.8477939600824583	0.9458676471443959	0.2028017646770588	1.248907959107908	0.25848336056715315	0.034355390490618164	0.7722310380193204	0.3466724413258671	1.0368194023156805	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	-7321.334320703762	-662.0123874493185	-1210.4501775491212
13475000	-9311.460028264784	-1324.0265617336233	-7987.433466531162	0.6784340720956333	23.860235747716114	11.771575888232109	0.20894774778128475	7.19888740224923	0.3889501489770245	0.17642876855399647	0.19829799973723852	0.23632308273173966	0.005968668662617122	5.559868739871459	3.7009789600301835	2.4852953920387733	0.3102399762047325	0.47761602964569105	1.902694471653241	0.18934603340418735	0.3286433218663881	1.0218403857337264	0.8613283145833724	0.245437602345345	1.6151690961991976	0.36910241149992595	2.8665102662511965	3.1545298486528495	0.7863672411586632	0.3748979561516494	0.27910654652945444	0.19211277411635283	1.9663950666315768	1.9151018181727286	1.3832283291427538	0.3664163686204964	0.1465149548528332	0.5647391901634409	1.4269537694839391	3.102048296122348	0.07796039399324646	1.366312605462227	0.6508770338302853	0.14752141216980413	0.8463166295760977	0.4094197700232582	0.7220463155170134	0.997752462474049	0.8842044814018745	1.6260243534920709	1.1909754826419165	0.4770402567822986	1.0524951415975308	1.1953783509843756	0.6948355363896572	0.6489827993173337	0.9366771318909889	0.22609573892983842	0.5782368949327358	1.0375679595447709	0.17170310511748235	2.387322419591146	0.24194775559243864	0.3627260739377922	0.25848336056715315	0.11138224165463613	0.33143942367796303	0.5554132461293054	0.7283448865888568	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	-7318.8520869575905	-668.5813795735709	-1246.9690166701653
