# BEAST v1.7.5
# Generated Sun Apr 07 23:31:23 BST 2013 [seed=1365373880976]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	pandemic.fasta.clock.rate	location.clock.rate	location.rates1	location.rates2	location.rates3	location.rates4	location.rates5	location.rates6	location.rates7	location.rates8	location.rates9	location.rates10	location.rates11	location.rates12	location.rates13	location.rates14	location.rates15	location.rates16	location.rates17	location.rates18	location.rates19	location.rates20	location.rates21	location.rates22	location.rates23	location.rates24	location.rates25	location.rates26	location.rates27	location.rates28	location.rates29	location.rates30	location.rates31	location.rates32	location.rates33	location.rates34	location.rates35	location.rates36	location.rates37	location.rates38	location.rates39	location.rates40	location.rates41	location.rates42	location.rates43	location.rates44	location.rates45	location.rates46	location.rates47	location.rates48	location.rates49	location.rates50	location.rates51	location.rates52	location.rates53	location.rates54	location.rates55	location.indicators1	location.indicators2	location.indicators3	location.indicators4	location.indicators5	location.indicators6	location.indicators7	location.indicators8	location.indicators9	location.indicators10	location.indicators11	location.indicators12	location.indicators13	location.indicators14	location.indicators15	location.indicators16	location.indicators17	location.indicators18	location.indicators19	location.indicators20	location.indicators21	location.indicators22	location.indicators23	location.indicators24	location.indicators25	location.indicators26	location.indicators27	location.indicators28	location.indicators29	location.indicators30	location.indicators31	location.indicators32	location.indicators33	location.indicators34	location.indicators35	location.indicators36	location.indicators37	location.indicators38	location.indicators39	location.indicators40	location.indicators41	location.indicators42	location.indicators43	location.indicators44	location.indicators45	location.indicators46	location.indicators47	location.indicators48	location.indicators49	location.indicators50	location.indicators51	location.indicators52	location.indicators53	location.indicators54	location.indicators55	location.nonZeroRates	treeLikelihood	location.treeLikelihood	coalescent
1200000	-9855.309644057446	-1480.7897705304717	-8374.519873526975	0.742517878231936	41.81133972361917	9.96124832751744	0.17360765544325904	7.056954474358261	0.37067452028637005	0.1793640736347768	0.19935538469162986	0.2506060213872228	0.005727121546288786	6.428370582164299	0.36289216328051516	0.8713979075435604	0.46209401826059054	1.8107290526838764	0.9782884423132561	2.323967031408098	0.2832616329846621	0.7432695781093799	1.563629850426738	0.252884644740439	1.1799025536125538	0.016155665110897086	0.5623756929308498	1.176736145849369	0.03813398907403178	0.5326770615574405	0.46182020847225685	1.3691289571419976	0.875631576710463	2.5886568528659937	0.6476970823093425	0.11141046578454065	0.006840591094071264	0.043657757887288734	0.25426926282607365	0.6074631644631384	1.7389273167509873	1.374865787434168	0.8034283582113876	1.2243936146366334	0.14557619899382124	0.1516457292716149	1.8874670787827714	1.2878222965380668	0.33744686649969	0.7178777580243744	1.4048989935191794	3.0357596378886624	0.6633023672549792	0.1001180989651992	2.3660466333510968	0.20101041570465106	0.21833369171061748	1.1299026869357478	0.09153102822694092	0.37097753572282777	4.118314597475328	0.8986096456390845	0.6391731761402373	0.20370191063183898	1.9954071434275735	0.9517709333968024	1.0059214233468827	0.22682070197295046	0.9354122298571765	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	-7586.242317427142	-788.2775560998338	-1406.2944029380642
1225000	-9846.287687742697	-1479.768441196996	-8366.5192465457	0.7635672718282799	37.093011241005684	10.690305926738302	0.20109951923204555	7.237233777109224	0.35849039063646143	0.18671851972463266	0.20002479312404217	0.25476629651486327	0.005789593117247604	7.543636530998303	0.68592408176638	0.8713979075435604	0.2440969257006591	1.966014144028887	0.43068078182270986	1.0111516574762378	0.3163441103792506	2.0201268260583993	0.09934542153201469	0.5808067226008256	1.6911327088784835	0.034965056370219724	0.7673220727093107	1.176736145849369	0.018571150136567904	0.5326770615574405	0.554777083880695	0.5809889118146545	1.6643367747217637	0.4996231183765806	0.6476970823093425	0.212702636101016	0.013102991652630878	0.1507086629183712	0.060473515164756034	0.5356910579146583	1.0644097388150358	1.374865787434168	0.9643472003420651	0.7050756503968817	0.6971433778095709	0.23604422208947257	2.1586404736605425	1.2878222965380668	0.21731003189228698	0.7178777580243744	1.4048989935191794	0.5659632648906492	0.3762073948080081	0.24377939404364432	0.513736294603089	0.20101041570465106	0.21124121425067974	0.8496045561782101	0.09603365542386802	0.37097753572282777	5.288217054318336	2.6332667829573544	0.894684935977851	0.2454429303247401	1.9954071434275735	2.606969514834316	1.0059214233468827	0.12407999150186484	0.35769857641423175	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	-7583.5281940566265	-782.9910524890741	-1405.7981355911465
1250000	-9866.628458444757	-1458.3829912946599	-8408.245467150096	0.7936388960127607	29.910244413012443	11.984997995273838	0.23982729777373496	8.862644915841063	0.3645916112453632	0.20153614068889356	0.20416682152566282	0.22970542654007994	0.006072881301383166	5.357615232464408	0.7702402837050362	0.8713979075435604	0.5470593542525347	1.2562188928874327	0.11125436482817766	0.9439813799004516	1.4008301983461693	2.0201268260583993	0.9941590322825885	0.30614993320413647	0.5711893698690107	0.034965056370219724	0.8194638661018053	1.176736145849369	0.004581035473332081	0.5326770615574405	0.7770935876250267	1.3809443449188594	0.7927760397332875	2.196094307142328	0.5200132874279035	0.10645953992347126	0.1211576650243131	0.10199312515284864	0.3100617435534632	0.9676167399445624	3.0327587012131954	0.868158374558484	1.9530019970672787	0.5638473819182279	0.6971433778095709	0.26077458520085894	2.1586404736605425	1.2878222965380668	0.28567641472055266	0.7178777580243744	1.7824403253798489	1.814301508631326	0.6118420466485489	2.5986122159953084	0.07107295108448056	0.41452764033983824	0.25924267916788096	0.09626633164320493	0.09829934022343206	0.37097753572282777	5.288217054318336	1.2906868556017463	1.2145354422839254	0.0651883235747601	1.4832153161310548	1.1219568471260994	1.0059214233468827	0.19258576078252307	0.15372787178598726	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	-7621.114839324086	-787.1306278260099	-1382.3432396045437
1275000	-9909.73686399275	-1499.8921706557405	-8409.844693337009	0.7620739236685947	59.01006427023484	9.872745417494189	0.141598102364632	8.128698220322603	0.35903358098906424	0.1811377442290074	0.22956222029235704	0.23026645448957078	0.005920128372367374	6.469192035795659	1.376326927150267	1.598856732803635	0.21975002987774295	1.2562188928874327	0.1427837799066971	0.47981159564014747	1.4008301983461693	2.0201268260583993	0.9941590322825885	0.07432446476216062	0.5711893698690107	0.03747871626032335	0.8194638661018053	0.239371798857742	0.005201121153754945	0.5326770615574405	0.7770935876250267	0.284677619437524	2.046680318580868	2.196094307142328	0.6148116657868031	0.17327227004785498	0.172235062282967	0.8593101106117826	0.5655816776727716	1.2099253763408169	0.4713623091751605	1.7004951379874	1.9530019970672787	1.7582917175521062	0.6971433778095709	0.26077458520085894	0.33837182610606015	1.2878222965380668	0.1444331670613954	3.518508202348519	2.102106738374367	1.814301508631326	0.3954740178606163	2.6234140973408704	0.07281259900379532	0.41452764033983824	0.25924267916788096	0.09256702466703548	0.17874778575400066	0.38935018396834503	5.288217054318336	1.2906868556017463	0.35166305602680564	0.17566595295165344	1.2910140973646118	0.32256854761054454	0.502685240386231	0.5527536812625552	0.06574730783321772	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	-7610.349794430627	-799.4948989063815	-1424.2133855404256
1300000	-9871.347358305657	-1480.1848223711415	-8391.162535934514	0.7828851170395125	102.98522281467054	10.087705257362392	0.1014824429142061	8.861655313823453	0.36162912790304397	0.1811377442290074	0.20237676682390598	0.25485636104404213	0.005623803095069286	6.923604282782787	1.3617585306232445	1.598856732803635	0.37561660424886045	1.8913160436088063	0.17081056535877043	1.3871465833744308	1.863272959504138	0.21585739800823545	0.6504105014997168	0.2718429081050155	1.5827471718459694	0.009943880977109923	0.7004757242862032	0.239371798857742	0.012825843210667072	0.3458037744394983	0.32299613694719476	0.32704100848290285	2.046680318580868	1.9824556992900446	0.5165467803922055	0.17327227004785498	0.26304169372012076	1.5861226119054166	0.46394871755329486	0.7358046284291316	0.2431582948286498	1.4137226532412355	1.8872232733396108	1.7582917175521062	0.6538706816898421	0.2874081015254929	0.5123538846317066	1.2878222965380668	0.4233229287340838	1.0212166977185806	2.102106738374367	1.0323134614778022	0.3123909724820785	0.5955286558924449	0.007911777385333272	0.41452764033983824	0.6026191252235693	0.28582070552945005	1.0452268748974458	0.38935018396834503	5.278199907192767	1.4529289818119677	0.35166305602680564	0.31545499545455247	1.2910140973646118	0.12708425172803825	3.9797337489278566	0.4434457332323069	0.13622129804565675	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13.0	-7598.637687728425	-792.5248482060892	-1401.9526669065835
1325000	-9806.22422536266	-1455.4347713116554	-8350.789454051004	0.7893038068154555	74.52409244866762	9.721724194630696	0.11703708265223477	7.896520738952355	0.3726031513728981	0.1761346432047409	0.2039811079445176	0.24728109747784294	0.005339721811477773	6.711175467216884	1.352373045014088	0.18775585607171202	0.3652516893895177	1.8913160436088063	0.17081056535877043	1.074330132047285	1.706327857002357	1.9263073465853522	0.6504105014997168	0.28172816845137305	1.5827471718459694	0.004410074554907093	0.4812215561967705	1.3891434992617024	0.023167034289859435	0.6982160135720323	0.0673452211467816	0.8646418652890057	2.046680318580868	1.9824556992900446	0.5165467803922055	0.12159237524705842	0.3779440918698277	1.5861226119054166	0.978231458727635	0.05730201551021162	0.6118635180361477	1.4137226532412355	1.8872232733396108	3.3577202081594	1.5756013762871266	0.18702634566884685	0.6776222094594238	1.2878222965380668	0.4233229287340838	0.8990510961982889	0.8323753637597187	2.2394834252571716	0.40297017087070763	0.5955286558924449	0.021415489941487367	0.41452764033983824	0.6026191252235693	0.927940301979102	1.0452268748974458	0.38935018396834503	5.278199907192767	0.3789184289797514	0.16090774896625376	1.5237118107664467	0.20595216739421102	0.12708425172803825	3.8843275448973067	0.544074898431266	0.13622129804565675	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13.0	-7570.281666395358	-780.5077876556461	-1374.5439867432299
1350000	-9824.380657786645	-1449.7768668216868	-8374.603790964959	0.7935111900432921	298.7070724618589	8.971319945569853	0.0337588219595049	6.8306471013328105	0.3493277965250342	0.19332180522778425	0.20332225716429775	0.25402814108288335	0.005771179869613762	5.406783581761996	1.352373045014088	0.6730833470976608	0.3652516893895177	2.7391299516435565	0.46021168590428346	0.8266097530269056	0.3814750472702961	0.41970537462692753	0.45873029033499874	0.3360997720005242	0.6266798070466417	0.001824033232152589	0.4812215561967705	0.9909087223261002	0.06003742542886006	0.6982160135720323	0.1275419894595174	0.05063504349954607	2.046680318580868	1.483782131302572	0.7008247111458396	0.08576969086252977	0.5300999413495768	1.3041627847901063	2.173907091353257	0.4833628923250593	0.6118635180361477	1.4137226532412355	0.28114515900260156	4.299743534427667	0.9619462922162387	0.22965891145004616	0.9520355000506062	1.314165359439623	0.21644813766368953	4.200191012562259	0.8323753637597187	1.822040649122115	0.40297017087070763	1.5251665432489148	0.04384327081329182	0.41452764033983824	0.6026191252235693	0.3841415496742776	0.41776228555315975	0.4518467591310521	5.278199907192767	1.1639115652157448	0.16090774896625376	1.5237118107664467	0.02914884483303305	0.12708425172803825	3.5449690451728366	1.2891099302553486	0.5513517318589838	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13.0	-7597.18689539907	-777.4168955658881	-1369.1155186343422
1375000	-9819.42331508365	-1451.5939413046199	-8367.82937377903	0.7682252667217091	361.94066807810293	8.206302427960116	0.024065757628342357	8.217064348986534	0.3376428341600993	0.18575608456106077	0.22171322224016882	0.2548878590386706	0.005580957774243684	5.450781394866639	1.0085655375847016	1.3087580342002345	0.4559051372213816	2.7391299516435565	0.5973556908237251	0.8266097530269056	0.11369279541667486	2.575552324786021	0.3526589814184246	0.3360997720005242	0.15117604213195573	0.018162028650017537	0.770248759653347	1.6481798055836123	0.22043221067060376	0.6982160135720323	0.8623465836389671	0.05063504349954607	1.024006832962453	1.621758346749762	0.8591363201943051	0.22622170158444874	0.3486019054668838	1.3041627847901063	0.9888308782101257	2.031654374056235	2.103177938815286	1.3999499096860335	0.28114515900260156	4.299743534427667	0.9619462922162387	0.31134769834374926	0.14945228235399596	1.968914611392572	0.39967872835798623	1.3130315264675112	0.5449880327664577	2.7692726223179167	0.40297017087070763	2.8950083755303075	0.08164798148727329	0.32902817744003726	0.5835659934700069	2.703692313643114	0.17423526492202113	0.4518467591310521	1.7120035169367334	0.6520655291234283	1.365363783574707	1.8537716406445348	0.03340807120171808	0.12708425172803825	1.055795464612588	0.8053713000155307	0.41928286901434114	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	16.0	-7601.15081808834	-766.6785556906892	-1364.6987850319024
1400000	-9814.722646351473	-1476.3367925126495	-8338.385853838823	0.9169774396829554	81.00600160006955	7.528256156430887	0.08324547618932157	7.896411818346803	0.37602005856050097	0.17342252558986887	0.21312943769973727	0.2374279781498924	0.0054076266096340225	4.818042211561646	1.0085655375847016	0.5046799637517368	0.5446007095554543	0.677034656017776	1.2893198156293801	0.5780115162573316	0.9595518516999656	2.575552324786021	0.33476469375394546	0.22579201479338426	0.5327878340986848	0.012975623997354023	0.18465451024181997	1.30683086436235	0.028571678531600614	0.43371656277365006	0.8623465836389671	0.06162748858907919	1.272985335593475	1.8502636887505541	0.8591363201943051	0.24766228130404713	0.29626460675241256	0.17256167018629184	2.0240698076297505	4.670812491624541	2.96543056437036	0.651074652140066	0.4026147985780069	4.299743534427667	0.5068188535580511	0.266919073126234	0.16409142957938314	1.0974174352068304	0.39967872835798623	1.3472606288564024	0.5449880327664577	3.395588400756607	0.5743131499495416	2.8950083755303075	0.07240086032225888	0.282312873031541	0.9000161267869348	1.2899491271019512	0.17423526492202113	1.1224055031536744	1.1983989946904186	0.40873155302965175	1.7979377376921557	1.8537716406445348	0.03340807120171808	0.09708483737394753	1.055795464612588	0.7487003404233542	0.6419460606727962	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15.0	-7585.352300966364	-753.0335528724594	-1394.8912056638696
1425000	-9793.198923473277	-1472.095104025387	-8321.10381944789	0.8574992147648044	126.55916157252183	8.523662843460052	0.07554815352664092	7.364228362256269	0.38382228640128274	0.18461955480650505	0.1959371805097419	0.2356209782824698	0.005583038616283911	5.975296623066611	0.37091057539045574	0.9923137764355578	0.40364364933829383	0.677034656017776	1.9845703159707042	0.14755962390022156	1.794929910724683	0.8248805907620497	0.6953382049925949	0.17833279322890772	0.25995544107185936	0.010621095241409598	0.4238241056220074	0.47118762272106923	0.028571678531600614	0.8190073395659876	1.2834168771784826	0.020099972077423534	0.5124293570704775	2.34100815705017	0.840465633596637	0.24766228130404713	0.484562947237747	0.17256167018629184	2.0240698076297505	1.764816665160171	1.03542595750636	2.76928408508932	0.5282056058308059	2.1100184175962147	0.5190226012269734	0.266919073126234	0.16409142957938314	1.735301469158358	0.5180509234117282	0.7338817070741367	1.279949466559216	0.8518428130242064	0.523297750385354	2.2458380587109508	0.05634842842064162	0.4651107618544121	0.5954019105950967	1.7664961695784174	0.23030221532786616	1.1224055031536744	1.1983989946904186	1.1045137606208202	3.047622913979761	1.6339566395810112	0.06304869075967041	0.41865091235963425	1.191884596437016	0.6407548227012856	0.21993524532509162	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13.0	-7566.167203576882	-754.9366158710086	-1398.0347990194587
1450000	-9776.107565894383	-1439.1026526075332	-8337.00491328685	0.8872745157236749	56.27721996886025	7.987932446035241	0.11190357365789048	7.37997359508557	0.38382228640128274	0.17818742441252958	0.20733714745229978	0.2306531417338874	0.005972156221023835	6.965496483619343	0.24808915828783315	0.41897805489451356	0.4083008237657342	0.5075730745443517	1.9845703159707042	0.06369387192159287	0.9921974624788444	1.3608918973155004	1.0213592911262692	0.17833279322890772	0.8117174793619317	0.3330191675450848	1.2559618978477733	0.47118762272106923	0.5329349270094119	0.8190073395659876	1.5645621390581286	0.0595956065314294	0.5447900233534004	2.34100815705017	1.2174466365474803	0.4131199204695171	0.484562947237747	0.36062291763281196	0.7048211762222555	2.87268493644506	0.9863273529828366	2.76928408508932	4.827126560509919	2.602126934036672	0.5190226012269734	0.3563904808111319	0.15044021110442046	1.735301469158358	1.543459676215281	0.7338817070741367	4.211176006594711	0.8518428130242064	0.7297729066042987	2.2458380587109508	1.5218446661948997	0.4651107618544121	0.5954019105950967	0.6632845714092889	0.39398569667824707	1.2187981979682225	1.1883157129498083	1.1045137606208202	1.404589255888629	1.3454681114458509	0.0636574585168968	0.2529103093357295	1.3144629306578288	0.6406223929281781	0.26895932162840863	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	-7585.478280634105	-751.5266326527445	-1356.86226913262
1475000	-9793.417796906719	-1465.5750552207267	-8327.842741685992	0.778555348167568	55.1288652262748	9.068312045967366	0.13057800093686636	6.690334938498041	0.36441678065749034	0.1901926904582391	0.2072956513348214	0.23809487754944872	0.006052844987827834	6.82045872351451	0.24808915828783315	0.41897805489451356	0.4269177870936271	0.5075730745443517	1.9288723696528018	0.06369387192159287	2.303400754233299	0.5637367976192439	4.649843523868696	0.11384872591338037	0.9770655511367471	0.43075606538323574	3.529722591789561	1.2039137701832037	0.5329349270094119	1.3426085629327051	0.6425002250519862	0.13252239306035227	0.5447900233534004	0.639281953344105	1.2174466365474803	0.935036351851615	2.1828584860011264	0.5669749375351688	0.7047765673945461	2.87268493644506	0.24505916549261728	2.76928408508932	4.099563367909255	3.6980358461560012	0.47746745969910914	0.3251451221099716	0.07303567394629122	1.735301469158358	2.915958187238473	0.8310583353778507	3.55897871430353	0.26026767252082234	0.7297729066042987	3.895291507246447	1.6288706272119857	0.4651107618544121	0.577424652768352	0.8885172474383783	0.15344482121750816	1.1224000201285835	2.0404219428641874	1.1045137606208202	2.1894501431285374	1.4826070723610978	0.056349562770565124	0.14732947293029355	0.8823138463778195	0.6677080745833702	0.1225775815567897	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	-7584.829347029724	-743.013394656269	-1372.695636105302
1500000	-9779.556962869963	-1471.6532954094187	-8307.903667460545	0.7190621990333897	37.5613767588453	10.264319189028097	0.17777830800603	7.657350565513588	0.36441678065749034	0.1856210741245501	0.20564512287295755	0.24431702234500158	0.005985589069992474	6.19832007045999	0.21787054517735496	0.6119590930443733	0.4269177870936271	0.37195315171980126	0.8993793915226375	0.4281081601600735	1.9489909552260194	0.956990336121653	4.649843523868696	0.23252789533198917	0.9770655511367471	0.43075606538323574	2.3301776017875526	0.7673745609145582	1.6690256185801198	1.203196713125993	0.24844669539629916	0.30641929849252014	3.2681825625603245	1.3997564566221201	1.2021595786804358	0.27654295064453	1.0145634123206713	1.3054873850835438	0.2731902144966557	1.1432816706833353	0.24505916549261728	2.76928408508932	4.099563367909255	6.514705029480724	0.8609361324775732	0.26234247495457225	0.01829350056301155	1.735301469158358	2.95798891859021	0.7743343178698957	3.728173796545158	1.025818983832031	0.7297729066042987	3.895291507246447	1.6288706272119857	0.5442305642429831	0.577424652768352	0.4437027098253689	0.160264823131074	1.1224000201285835	2.2937696526182227	1.2179585355717863	2.1894501431285374	0.43517488276687993	0.06630334199123653	0.07365408259549235	0.8823138463778195	1.08281768956505	0.16003682282266624	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	13.0	-7566.9535910202885	-740.9500764402574	-1374.9642891921835
1525000	-9722.928282222772	-1427.4108666853192	-8295.517415537453	0.6846238516916967	49.619409726580365	9.398945989649652	0.13634659741766017	8.815860072665629	0.3676682959777651	0.1849195506655902	0.20205847046762807	0.24535368288901604	0.006324155248996059	5.523601014111246	0.21787054517735496	0.809121350917397	0.465862494244005	0.12573345467310923	0.6599610423615178	0.36370031420612625	1.9489909552260194	0.956990336121653	4.649843523868696	0.2154918085986098	1.1640391151404625	0.07572429350897829	2.3301776017875526	1.3139309947603233	1.6690256185801198	1.0725772558091347	0.22531264794210862	0.5365695386317664	3.2681825625603245	1.3997564566221201	1.8132766378296212	0.330276992958517	1.0145634123206713	1.1602498576111924	0.4506702358456459	1.1432816706833353	0.868691055137574	1.1826427265185464	1.9069202131121057	2.30164982428647	0.3841282247386277	0.26234247495457225	0.00439392662514287	1.735301469158358	2.95798891859021	0.3289545451651653	3.728173796545158	1.025818983832031	0.6586503683962951	4.105816385728274	0.6556229851008942	1.0428704621961757	0.577424652768352	0.6480564697300542	0.2528136045989605	1.1224000201285835	0.49756634597839855	2.230294141387256	2.1894501431285374	0.5796864173055468	0.21914692237352354	0.03968603035094823	0.5598203776319115	1.08281768956505	0.14505483401230915	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	-7543.720788798664	-751.7966267387885	-1341.3741514210851
1550000	-9734.320839459147	-1407.17246818441	-8327.148371274738	0.8645372383033668	37.08222103183231	9.966317773056131	0.16968666073334068	9.13622393777744	0.382715672109496	0.1849195506655902	0.1885942970579835	0.24377048016692976	0.006291542772321318	5.314254701119415	0.4443259501035466	0.31085023635247405	0.465862494244005	0.2611330159583336	0.5156716241982724	1.229823942668655	1.9489909552260194	0.956990336121653	1.7889390775341691	0.4744427980723137	0.29916806002335716	0.09554053572987316	2.3301776017875526	1.2847540646371352	0.44884654057365536	0.8533921554744873	0.23705522939651036	0.7697520382917952	3.8235007627346436	1.1203540330000914	2.58940572228222	0.330276992958517	1.7116832855455404	0.6273929014787724	0.2982454349381405	1.5639052387284846	2.098030030441051	2.148947362528377	0.6893413527381768	1.2251945933887742	0.2929183894160601	0.5534717723777239	0.030526982274034005	2.316334514076249	3.3744149905763354	0.3289545451651653	1.0470386783192724	1.9040262596145654	0.45703301740609564	1.5200585362045684	0.3637237501285992	0.624565973655067	0.4163842998027623	0.49294511922767065	0.5247045520231363	0.9435029850633778	0.40093771520399596	2.700503681697538	1.049525997617907	1.1061593708513846	0.6454577110263675	0.16592889504728642	0.5598203776319115	0.15540744463112577	0.16446132450859477	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	14.0	-7573.069805940486	-754.078565334252	-1325.522889734134
